top_pool_before,top_pool_before_share,top_pool_after,top_pool_after_share,top_regime_before,top_regime_before_share,top_regime_after,top_regime_after_share,data_stale_filtered_loss_share,healthy_short_hold_retained_share,stable_fee_retained_share,toxic_regimes_filtered_ratio,filtered_out_loss_sample_share,filtered_out_profit_sample_share
0x4e962bb3889bf030368f56810a9c96b83cb3e778,0.7617556758296822,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,0.5794260851570113,EXIT_DEPTH_THIN,0.7828623802060816,HEALTHY_SHORT_HOLD,0.6076346305694409,0.0,0.3832752613240418,0.0,0.3568627450980392,0.44329896907216493,0.5567010309278351
