metric,fee_exit,regime_aware
tail_improvement_p10,0.6136355995844137,0.613932880450303
tail_improvement_p5,1.3417539761886572,1.3421482561707778
tail_improvement_p1,4.697793198926697,4.671636495920617
opportunity_retention_rate,0.09586056644880174,0.0962800875273523
false_filter_rate,0.9041394335511983,0.6629213483146067
missed_profit_rate,0.9993396666482526,0.3204584098371212
retained_sample_count,220,220.0
