variant_name,window,horizon,proof_unit_type,capacity_usd,sample_count,retained_sample_count,invalid_count,baseline_p10,baseline_p5,baseline_p1,filtered_median,filtered_p10,filtered_p5,filtered_p1,tail_improvement_p10,tail_improvement_p5,tail_improvement_p1,tail_improved,opportunity_retention_rate,false_filter_rate,missed_profit_rate,fee_minus_exit_cost_median,fee_minus_exit_cost_p10,worst_pool_contribution,sample_sufficiency
baseline_hold_all,recent_48h,30m,pool_window,10,384,384,0,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0116613750235945,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.08054043845465246,-0.10085832148520248,0.42368524079016334,USABLE
baseline_hold_all,recent_48h,30m,pool_window,20,384,384,0,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0116613750235945,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.24465746255479232,-0.3184934920615852,0.42368524079016334,USABLE
baseline_hold_all,recent_48h,30m,pool_window,50,384,384,0,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0116613750235945,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.2618576826997068,-1.6746995676558267,0.42368524079016334,USABLE
baseline_hold_all,recent_48h,1h,pool_window,10,384,384,0,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0215860807756271,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.07947051088087527,-0.09935611228841733,0.36731895121543917,USABLE
baseline_hold_all,recent_48h,1h,pool_window,20,384,384,0,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0215860807756271,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.24251760740723793,-0.31548907366801493,0.36731895121543917,USABLE
baseline_hold_all,recent_48h,1h,pool_window,50,384,384,0,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0215860807756271,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.256508044830821,-1.6671885216719011,0.36731895121543917,USABLE
baseline_hold_all,recent_48h,2h,pool_window,10,384,384,0,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0401569872241408,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.07896421456091038,-0.09635169389484702,0.34069877387504977,USABLE
baseline_hold_all,recent_48h,2h,pool_window,20,384,384,0,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0401569872241408,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.23888328940364836,-0.30948023688087434,0.34069877387504977,USABLE
baseline_hold_all,recent_48h,2h,pool_window,50,384,384,0,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0401569872241408,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.245808769093049,-1.6521664297040495,0.34069877387504977,USABLE
baseline_hold_all,recent_72h,15m,pool_window,10,384,384,0,-0.0730896157841189,-0.571951942896834,-11.1909129199356,0.00339449497206631,-0.0730896157841189,-0.571951942896834,-11.1909129199356,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.0824434691324948,-0.10141992325963103,0.8029968889571067,USABLE
baseline_hold_all,recent_72h,15m,pool_window,20,384,384,0,-0.0730896157841189,-0.571951942896834,-11.1909129199356,0.00339449497206631,-0.0730896157841189,-0.571951942896834,-11.1909129199356,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.2506754753560657,-0.31931029927081805,0.8029968889571067,USABLE
baseline_hold_all,recent_72h,15m,pool_window,50,384,384,0,-0.0730896157841189,-0.571951942896834,-11.1909129199356,0.00339449497206631,-0.0730896157841189,-0.571951942896834,-11.1909129199356,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.2921098808913125,-1.6732944198090252,0.8029968889571067,USABLE
baseline_hold_all,recent_72h,30m,pool_window,10,384,384,0,-0.234403010534651,-1.29898534176133,-11.1961715172262,0.00445579362403253,-0.234403010534651,-1.29898534176133,-11.1961715172262,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.0822204048021304,-0.10084397649077957,0.8267649842743214,USABLE
baseline_hold_all,recent_72h,30m,pool_window,20,384,384,0,-0.234403010534651,-1.29898534176133,-11.1961715172262,0.00445579362403253,-0.234403010534651,-1.29898534176133,-11.1961715172262,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.24957674225721016,-0.31781207985063514,0.8267649842743214,USABLE
baseline_hold_all,recent_72h,30m,pool_window,50,384,384,0,-0.234403010534651,-1.29898534176133,-11.1961715172262,0.00445579362403253,-0.234403010534651,-1.29898534176133,-11.1961715172262,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.2893630481441738,-1.670889562293535,0.8267649842743214,USABLE
baseline_hold_all,recent_72h,1h,pool_window,10,384,384,0,-0.363471025573926,-2.44506947025506,-11.1772372938554,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.08123232293572687,-0.09947338240478319,0.7760462532638861,USABLE
baseline_hold_all,recent_72h,1h,pool_window,20,384,384,0,-0.363471025573926,-2.44506947025506,-11.1772372938554,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.24890615969206825,-0.31543755409389607,0.7760462532638861,USABLE
baseline_hold_all,recent_72h,1h,pool_window,50,384,384,0,-0.363471025573926,-2.44506947025506,-11.1772372938554,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.283869382649896,-1.6633984651926204,0.7760462532638861,USABLE
baseline_hold_all,recent_72h,2h,pool_window,10,384,384,0,-0.56387364762486,-2.7790014233184,-11.4391186389334,0.0183108740825682,-0.56387364762486,-2.7790014233184,-11.4391186389334,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.07901587200894113,-0.09678006275600308,0.7643572956354419,USABLE
baseline_hold_all,recent_72h,2h,pool_window,20,384,384,0,-0.56387364762486,-2.7790014233184,-11.4391186389334,0.0183108740825682,-0.56387364762486,-2.7790014233184,-11.4391186389334,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.24454978219790247,-0.30990037004331694,0.7643572956354419,USABLE
baseline_hold_all,recent_72h,2h,pool_window,50,384,384,0,-0.56387364762486,-2.7790014233184,-11.4391186389334,0.0183108740825682,-0.56387364762486,-2.7790014233184,-11.4391186389334,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.279408096042608,-1.6518795298155913,0.7643572956354419,USABLE
baseline_hold_all,recent_7d,15m,pool_window,10,1892,1887,5,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.0748593036698299,-0.09241842873161264,0.41291458018642213,USABLE
baseline_hold_all,recent_7d,15m,pool_window,20,1892,1887,5,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.22280570410374714,-0.28591464182643894,0.41291458018642213,USABLE
baseline_hold_all,recent_7d,15m,pool_window,50,1892,1887,5,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.134540273971735,-1.4853213720631908,0.41291458018642213,USABLE
baseline_hold_all,recent_7d,30m,pool_window,10,1892,1886,6,-0.0943476284307032,-0.721593014627863,-3.43932885555404,0.00900258734603806,-0.0943476284307032,-0.721593014627863,-3.43932885555404,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.07469823902726719,-0.09225955372292152,0.40866506074284675,USABLE
baseline_hold_all,recent_7d,30m,pool_window,20,1892,1886,6,-0.0943476284307032,-0.721593014627863,-3.43932885555404,0.00900258734603806,-0.0943476284307032,-0.721593014627863,-3.43932885555404,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.22245608159047064,-0.2856542688356472,0.40866506074284675,USABLE
baseline_hold_all,recent_7d,30m,pool_window,50,1892,1886,6,-0.0943476284307032,-0.721593014627863,-3.43932885555404,0.00900258734603806,-0.0943476284307032,-0.721593014627863,-3.43932885555404,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.1344408537941952,-1.4846704395862114,0.40866506074284675,USABLE
baseline_hold_all,recent_7d,1h,pool_window,10,1892,1884,8,-0.259474650167342,-1.06987131251998,-4.4118564728487,0.0150508968939973,-0.259474650167342,-1.06987131251998,-4.4118564728487,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.07389621196206765,-0.09178438061478035,0.4796595457913897,USABLE
baseline_hold_all,recent_7d,1h,pool_window,20,1892,1884,8,-0.259474650167342,-1.06987131251998,-4.4118564728487,0.0150508968939973,-0.259474650167342,-1.06987131251998,-4.4118564728487,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.22167723449849536,-0.28460667987351257,0.4796595457913897,USABLE
baseline_hold_all,recent_7d,1h,pool_window,50,1892,1884,8,-0.259474650167342,-1.06987131251998,-4.4118564728487,0.0150508968939973,-0.259474650167342,-1.06987131251998,-4.4118564728487,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.132186073396598,-1.483368574632253,0.4796595457913897,USABLE
baseline_hold_all,recent_7d,2h,pool_window,10,1892,1877,15,-0.621378335494478,-1.35644062858408,-4.71815592772652,0.0233226859644982,-0.621378335494478,-1.35644062858408,-4.71815592772652,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.07270618046198427,-0.09122898252143488,0.44445487788035387,USABLE
baseline_hold_all,recent_7d,2h,pool_window,20,1892,1877,15,-0.621378335494478,-1.35644062858408,-4.71815592772652,0.0233226859644982,-0.621378335494478,-1.35644062858408,-4.71815592772652,0.0,0.0,0.0,False,1.0,0.0,0.0,-0.21867530143435868,-0.28321628958723194,0.44445487788035387,USABLE
baseline_hold_all,recent_7d,2h,pool_window,50,1892,1877,15,-0.621378335494478,-1.35644062858408,-4.71815592772652,0.0233226859644982,-0.621378335494478,-1.35644062858408,-4.71815592772652,0.0,0.0,0.0,False,1.0,0.0,0.0,-1.1289692126642028,-1.4801910744584303,0.44445487788035387,USABLE
fee_velocity_top_20pct,recent_24h,15m,pool_window,10,320,253,8,-0.00309310876784736,-0.0192076183236021,-0.600864409020093,0.00470883387130304,-0.00665226826789671,-0.0330984607854394,-0.619912682953103,-0.00355915950004935,-0.013890842461837298,-0.019048273933010007,False,0.7947761194029851,0.20522388059701493,0.0034297656444845755,-0.07443534999002728,-0.09580010337319421,0.6371273360057923,PRELIMINARY
fee_velocity_top_20pct,recent_24h,15m,pool_window,20,320,253,8,-0.00309310876784736,-0.0192076183236021,-0.600864409020093,0.00470883387130304,-0.00665226826789671,-0.0330984607854394,-0.619912682953103,-0.00355915950004935,-0.013890842461837298,-0.019048273933010007,False,0.7947761194029851,0.20522388059701493,0.0034297656444845755,-0.22171136873785233,-0.2989842986788149,0.6371273360057923,PRELIMINARY
fee_velocity_top_20pct,recent_24h,15m,pool_window,50,320,253,8,-0.00309310876784736,-0.0192076183236021,-0.600864409020093,0.00470883387130304,-0.00665226826789671,-0.0330984607854394,-0.619912682953103,-0.00355915950004935,-0.013890842461837298,-0.019048273933010007,False,0.7947761194029851,0.20522388059701493,0.0034297656444845755,-1.1306830195544904,-1.5613513787324693,0.6371273360057923,PRELIMINARY
fee_velocity_top_20pct,recent_24h,30m,pool_window,10,320,250,12,-0.0152968593407819,-0.107298777115507,-2.62224011178802,0.00932455210993174,-0.0187359126276995,-0.213526815458452,-2.65230179021637,-0.0034390532869176,-0.106228038342945,-0.03006167842835028,False,0.7905138339920948,0.20948616600790515,0.003784571575961101,-0.07397028200643095,-0.09511014928862185,0.6643082444728156,PRELIMINARY
fee_velocity_top_20pct,recent_24h,30m,pool_window,20,320,250,12,-0.0152968593407819,-0.107298777115507,-2.62224011178802,0.00932455210993174,-0.0187359126276995,-0.213526815458452,-2.65230179021637,-0.0034390532869176,-0.106228038342945,-0.03006167842835028,False,0.7905138339920948,0.20948616600790515,0.003784571575961101,-0.22078123277065967,-0.2976043905096702,0.6643082444728156,PRELIMINARY
fee_velocity_top_20pct,recent_24h,30m,pool_window,50,320,250,12,-0.0152968593407819,-0.107298777115507,-2.62224011178802,0.00932455210993174,-0.0187359126276995,-0.213526815458452,-2.65230179021637,-0.0034390532869176,-0.106228038342945,-0.03006167842835028,False,0.7905138339920948,0.20948616600790515,0.003784571575961101,-1.1283576796365087,-1.5579016083096076,0.6643082444728156,PRELIMINARY
fee_velocity_top_20pct,recent_24h,1h,pool_window,10,320,244,20,-0.0379185663199207,-0.204437906272458,-2.66009070509995,0.0185547807666838,-0.0467347129623398,-0.573857992812209,-2.66009070509995,-0.008816146642419101,-0.36942008653975095,0.0,False,0.7777777777777778,0.2222222222222222,0.006041140294403205,-0.0730401460392383,-0.09373024111947713,0.7000102255638644,PRELIMINARY
fee_velocity_top_20pct,recent_24h,1h,pool_window,20,320,244,20,-0.0379185663199207,-0.204437906272458,-2.66009070509995,0.0185547807666838,-0.0467347129623398,-0.573857992812209,-2.66009070509995,-0.008816146642419101,-0.36942008653975095,0.0,False,0.7777777777777778,0.2222222222222222,0.006041140294403205,-0.21892096083627435,-0.29484457417138077,0.7000102255638644,PRELIMINARY
fee_velocity_top_20pct,recent_24h,1h,pool_window,50,320,244,20,-0.0379185663199207,-0.204437906272458,-2.66009070509995,0.0185547807666838,-0.0467347129623398,-0.573857992812209,-2.66009070509995,-0.008816146642419101,-0.36942008653975095,0.0,False,0.7777777777777778,0.2222222222222222,0.006041140294403205,-1.1237069998005453,-1.5510020674638838,0.7000102255638644,PRELIMINARY
fee_velocity_top_20pct,recent_24h,2h,pool_window,10,320,232,36,-0.179036996105911,-0.555802612463727,-2.63859340709767,0.0361948624264981,-0.18535863752353,-0.577172433907313,-2.63859340709767,-0.006321641417618984,-0.021369821443586012,0.0,False,0.7924528301886793,0.20754716981132076,0.008654735953587534,-0.07117987410485296,-0.09097042478118769,0.7393442105227996,PRELIMINARY
fee_velocity_top_20pct,recent_24h,2h,pool_window,20,320,232,36,-0.179036996105911,-0.555802612463727,-2.63859340709767,0.0361948624264981,-0.18535863752353,-0.577172433907313,-2.63859340709767,-0.006321641417618984,-0.021369821443586012,0.0,False,0.7924528301886793,0.20754716981132076,0.008654735953587534,-0.2152004169675037,-0.28932494149480187,0.7393442105227996,PRELIMINARY
fee_velocity_top_20pct,recent_24h,2h,pool_window,50,320,232,36,-0.179036996105911,-0.555802612463727,-2.63859340709767,0.0361948624264981,-0.18535863752353,-0.577172433907313,-2.63859340709767,-0.006321641417618984,-0.021369821443586012,0.0,False,0.7924528301886793,0.20754716981132076,0.008654735953587534,-1.1144056401286189,-1.5372029857724367,0.7393442105227996,PRELIMINARY
fee_velocity_top_20pct,recent_48h,15m,pool_window,10,384,375,0,-0.000734622366618248,-0.461600703701914,-1.27354731296865,0.00617952338635195,-0.000627567418473154,-0.481548892180745,-1.27354731296865,0.000107054948145094,-0.019948188478831008,0.0,False,0.9794721407624634,0.020527859237536656,0.0003384793257869732,-0.08107540224154104,-0.10160942608359505,0.502635122825361,USABLE
fee_velocity_top_20pct,recent_48h,15m,pool_window,20,384,375,0,-0.000734622366618248,-0.461600703701914,-1.27354731296865,0.00617952338635195,-0.000627567418473154,-0.481548892180745,-1.27354731296865,0.000107054948145094,-0.019948188478831008,0.0,False,0.9794721407624634,0.020527859237536656,0.0003384793257869732,-0.24572739012856948,-0.31999570125837035,0.502635122825361,USABLE
fee_velocity_top_20pct,recent_48h,15m,pool_window,50,384,375,0,-0.000734622366618248,-0.461600703701914,-1.27354731296865,0.00617952338635195,-0.000627567418473154,-0.481548892180745,-1.27354731296865,0.000107054948145094,-0.019948188478831008,0.0,False,0.9794721407624634,0.020527859237536656,0.0003384793257869732,-1.2645325016341498,-1.6784550906477897,0.502635122825361,USABLE
fee_velocity_top_20pct,recent_48h,30m,pool_window,10,384,375,0,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0119130169273049,-0.0303095834844918,-0.556514705411918,-1.40254982664002,0.0,-0.015367803447630002,0.0,False,0.9792899408284024,0.020710059171597635,0.00031061556815956294,-0.08060650276059728,-0.10085832148520248,0.4244200663412206,USABLE
fee_velocity_top_20pct,recent_48h,30m,pool_window,20,384,375,0,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0119130169273049,-0.0303095834844918,-0.556514705411918,-1.40254982664002,0.0,-0.015367803447630002,0.0,False,0.9792899408284024,0.020710059171597635,0.00031061556815956294,-0.24465746255479232,-0.3184934920615852,0.4244200663412206,USABLE
fee_velocity_top_20pct,recent_48h,30m,pool_window,50,384,375,0,-0.0303095834844918,-0.541146901964288,-1.40254982664002,0.0119130169273049,-0.0303095834844918,-0.556514705411918,-1.40254982664002,0.0,-0.015367803447630002,0.0,False,0.9792899408284024,0.020710059171597635,0.00031061556815956294,-1.2618576826997068,-1.6746995676558267,0.4244200663412206,USABLE
fee_velocity_top_20pct,recent_48h,1h,pool_window,10,384,375,0,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0223692851245429,-0.462401250305585,-0.782351226497725,-1.80279261136631,-0.006944818705480971,-0.006490807710970992,0.0,False,0.974025974025974,0.025974025974025976,0.0005574339153347974,-0.08039501085515838,-0.09935611228841733,0.3676910575635997,USABLE
fee_velocity_top_20pct,recent_48h,1h,pool_window,20,384,375,0,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0223692851245429,-0.462401250305585,-0.782351226497725,-1.80279261136631,-0.006944818705480971,-0.006490807710970992,0.0,False,0.974025974025974,0.025974025974025976,0.0005574339153347974,-0.24309881317597462,-0.31548907366801493,0.3676910575635997,USABLE
fee_velocity_top_20pct,recent_48h,1h,pool_window,50,384,375,0,-0.455456431600104,-0.775860418786754,-1.80279261136631,0.0223692851245429,-0.462401250305585,-0.782351226497725,-1.80279261136631,-0.006944818705480971,-0.006490807710970992,0.0,False,0.974025974025974,0.025974025974025976,0.0005574339153347974,-1.256508044830821,-1.6671885216719011,0.3676910575635997,USABLE
fee_velocity_top_20pct,recent_48h,2h,pool_window,10,384,375,0,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0426386728474618,-0.67771596021677,-0.952623875816029,-1.81758349879728,-0.006115300654251032,-0.013470467921284035,0.0,False,0.9724137931034482,0.027586206896551724,0.0008454858011102514,-0.07896421456091038,-0.09635169389484702,0.3409194404582182,USABLE
fee_velocity_top_20pct,recent_48h,2h,pool_window,20,384,375,0,-0.671600659562519,-0.939153407894745,-1.81758349879728,0.0426386728474618,-0.67771596021677,-0.952623875816029,-1.81758349879728,-0.006115300654251032,-0.013470467921284035,0.0,False,0.9724137931034482,0.027586206896551724,0.0008454858011102514,-0.24158457689333934,-0.30948023688087434,0.3409194404582182,USABLE
