variant_name,window,horizon,capacity_usd,proof_unit_type,row_count
small_cap_50usd_best,recent_24h,15m,50,pool_window,320
small_cap_50usd_best,recent_24h,1h,10,pool_window,320
small_cap_50usd_best,recent_24h,1h,20,pool_window,320
small_cap_50usd_best,recent_24h,1h,50,pool_window,320
small_cap_50usd_best,recent_24h,2h,10,pool_window,320
small_cap_50usd_best,recent_24h,2h,20,pool_window,320
small_cap_50usd_best,recent_24h,2h,50,pool_window,320
small_cap_50usd_best,recent_24h,30m,10,pool_window,320
small_cap_50usd_best,recent_24h,30m,20,pool_window,320
small_cap_50usd_best,recent_24h,30m,50,pool_window,320
small_cap_50usd_best,recent_48h,15m,10,pool_window,384
small_cap_50usd_best,recent_48h,15m,20,pool_window,384
small_cap_50usd_best,recent_48h,15m,50,pool_window,384
small_cap_50usd_best,recent_48h,1h,10,pool_window,384
small_cap_50usd_best,recent_48h,1h,20,pool_window,384
small_cap_50usd_best,recent_48h,1h,50,pool_window,384
small_cap_50usd_best,recent_48h,2h,10,pool_window,384
small_cap_50usd_best,recent_48h,2h,20,pool_window,384
small_cap_50usd_best,recent_48h,2h,50,pool_window,384
small_cap_50usd_best,recent_48h,30m,10,pool_window,384
small_cap_50usd_best,recent_48h,30m,20,pool_window,384
small_cap_50usd_best,recent_48h,30m,50,pool_window,384
small_cap_50usd_best,recent_72h,15m,10,pool_window,384
small_cap_50usd_best,recent_72h,15m,20,pool_window,384
small_cap_50usd_best,recent_72h,15m,50,pool_window,384
small_cap_50usd_best,recent_72h,1h,10,pool_window,384
small_cap_50usd_best,recent_72h,1h,20,pool_window,384
small_cap_50usd_best,recent_72h,1h,50,pool_window,384
small_cap_50usd_best,recent_72h,2h,10,pool_window,384
small_cap_50usd_best,recent_72h,2h,20,pool_window,384
small_cap_50usd_best,recent_72h,2h,50,pool_window,384
small_cap_50usd_best,recent_72h,30m,10,pool_window,384
small_cap_50usd_best,recent_72h,30m,20,pool_window,384
small_cap_50usd_best,recent_72h,30m,50,pool_window,384
small_cap_50usd_best,recent_7d,15m,10,pool_window,1892
small_cap_50usd_best,recent_7d,15m,20,pool_window,1892
small_cap_50usd_best,recent_7d,15m,50,pool_window,1892
small_cap_50usd_best,recent_7d,1h,10,pool_window,1892
small_cap_50usd_best,recent_7d,1h,20,pool_window,1892
small_cap_50usd_best,recent_7d,1h,50,pool_window,1892
small_cap_50usd_best,recent_7d,2h,10,pool_window,1892
small_cap_50usd_best,recent_7d,2h,20,pool_window,1892
small_cap_50usd_best,recent_7d,2h,50,pool_window,1892
small_cap_50usd_best,recent_7d,30m,10,pool_window,1892
small_cap_50usd_best,recent_7d,30m,20,pool_window,1892
small_cap_50usd_best,recent_7d,30m,50,pool_window,1892
