variant_name,window,horizon,proof_unit_type,raw_sample_count,valid_sample_count,entry_allowed_count,quarantined_count,invalid_count,data_quality_distribution,regime_distribution,quarantine_reason_distribution,fee_proxy_coverage,exit_depth_coverage
regime_score_threshold_loose,recent_24h,30m,intent_window,352,344,329,15,8,"{""ok"": 344, ""invalid"": 8}","{""EXIT_DEPTH_THIN"": 47, ""WHALE_OR_HOLDER_CONCENTRATED"": 87, ""HEALTHY_SHORT_HOLD"": 205, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_35"": 15, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_loose,recent_24h,30m,pool_window,352,340,326,14,12,"{""ok"": 340, ""invalid"": 12}","{""WHALE_OR_HOLDER_CONCENTRATED"": 85, ""EXIT_DEPTH_THIN"": 49, ""HEALTHY_SHORT_HOLD"": 201, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_35"": 14, ""invalid_sample"": 12}",1.0,1.0
regime_score_threshold_loose,recent_48h,15m,intent_window,364,364,315,49,0,"{""ok"": 364}","{""HEALTHY_SHORT_HOLD"": 115, ""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_35"": 49}",1.0,1.0
regime_score_threshold_loose,recent_48h,15m,pool_window,384,384,336,48,0,"{""ok"": 384}","{""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""HEALTHY_SHORT_HOLD"": 140, ""EXIT_DEPTH_THIN"": 123, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_35"": 48}",1.0,1.0
regime_score_threshold_loose,recent_48h,1h,intent_window,364,364,315,49,0,"{""ok"": 364}","{""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""HEALTHY_SHORT_HOLD"": 115, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_35"": 49}",1.0,1.0
regime_score_threshold_loose,recent_48h,1h,pool_window,384,384,336,48,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 140, ""EXIT_DEPTH_THIN"": 123, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_35"": 48}",1.0,1.0
regime_score_threshold_loose,recent_48h,2h,intent_window,364,364,315,49,0,"{""ok"": 364}","{""HEALTHY_SHORT_HOLD"": 115, ""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_35"": 49}",1.0,1.0
regime_score_threshold_loose,recent_48h,2h,pool_window,384,384,336,48,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""EXIT_DEPTH_THIN"": 123, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_35"": 48}",1.0,1.0
regime_score_threshold_loose,recent_48h,30m,intent_window,364,364,315,49,0,"{""ok"": 364}","{""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""HEALTHY_SHORT_HOLD"": 115, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_35"": 49}",1.0,1.0
regime_score_threshold_loose,recent_48h,30m,pool_window,384,384,336,48,0,"{""ok"": 384}","{""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""HEALTHY_SHORT_HOLD"": 140, ""EXIT_DEPTH_THIN"": 123, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_35"": 48}",1.0,1.0
regime_score_threshold_loose,recent_72h,15m,intent_window,374,374,276,98,0,"{""ok"": 374}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 98}",1.0,1.0
regime_score_threshold_loose,recent_72h,15m,pool_window,384,384,287,97,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 114, ""EXIT_DEPTH_THIN"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 97}",1.0,1.0
regime_score_threshold_loose,recent_72h,1h,intent_window,374,374,276,98,0,"{""ok"": 374}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 98}",1.0,1.0
regime_score_threshold_loose,recent_72h,1h,pool_window,384,384,287,97,0,"{""ok"": 384}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 114, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 97}",1.0,1.0
regime_score_threshold_loose,recent_72h,2h,intent_window,374,374,276,98,0,"{""ok"": 374}","{""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 98}",1.0,1.0
regime_score_threshold_loose,recent_72h,2h,pool_window,384,384,287,97,0,"{""ok"": 384}","{""EXIT_DEPTH_THIN"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""HEALTHY_SHORT_HOLD"": 114, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 97}",1.0,1.0
regime_score_threshold_loose,recent_72h,30m,intent_window,374,374,276,98,0,"{""ok"": 374}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 98}",1.0,1.0
regime_score_threshold_loose,recent_72h,30m,pool_window,384,384,287,97,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 114, ""EXIT_DEPTH_THIN"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_35"": 97}",1.0,1.0
regime_score_threshold_loose,recent_7d,15m,intent_window,1390,1389,1159,230,1,"{""ok"": 1389, ""invalid"": 1}","{""UNKNOWN"": 66, ""HEALTHY_SHORT_HOLD"": 535, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 230, ""invalid_sample"": 1}",1.0,1.0
regime_score_threshold_loose,recent_7d,15m,pool_window,1860,1855,1167,688,5,"{""ok"": 1855, ""invalid"": 5}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 530, ""WHALE_OR_HOLDER_CONCENTRATED"": 324, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 16, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 688, ""invalid_sample"": 5}",1.0,1.0
regime_score_threshold_loose,recent_7d,1h,intent_window,1390,1386,1156,230,4,"{""ok"": 1386, ""invalid"": 4}","{""UNKNOWN"": 66, ""HEALTHY_SHORT_HOLD"": 532, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 230, ""invalid_sample"": 4}",1.0,1.0
regime_score_threshold_loose,recent_7d,1h,pool_window,1860,1852,1164,688,8,"{""ok"": 1852, ""invalid"": 8}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 527, ""WHALE_OR_HOLDER_CONCENTRATED"": 324, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 16, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 688, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_loose,recent_7d,2h,intent_window,1390,1382,1152,230,8,"{""ok"": 1382, ""invalid"": 8}","{""UNKNOWN"": 66, ""HEALTHY_SHORT_HOLD"": 528, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 230, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_loose,recent_7d,2h,pool_window,1860,1845,1159,686,15,"{""ok"": 1845, ""invalid"": 15}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 523, ""WHALE_OR_HOLDER_CONCENTRATED"": 323, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 14, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 686, ""invalid_sample"": 15}",1.0,1.0
regime_score_threshold_loose,recent_7d,30m,intent_window,1390,1388,1158,230,2,"{""ok"": 1388, ""invalid"": 2}","{""UNKNOWN"": 66, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""HEALTHY_SHORT_HOLD"": 534, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 230, ""invalid_sample"": 2}",1.0,1.0
regime_score_threshold_loose,recent_7d,30m,pool_window,1860,1854,1166,688,6,"{""ok"": 1854, ""invalid"": 6}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 529, ""WHALE_OR_HOLDER_CONCENTRATED"": 324, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 16, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_35"": 688, ""invalid_sample"": 6}",1.0,1.0
regime_score_threshold_strict,recent_24h,15m,intent_window,352,348,31,317,4,"{""ok"": 348, ""invalid"": 4}","{""EXIT_DEPTH_THIN"": 47, ""WHALE_OR_HOLDER_CONCENTRATED"": 88, ""HEALTHY_SHORT_HOLD"": 208, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 317, ""invalid_sample"": 4}",1.0,1.0
regime_score_threshold_strict,recent_24h,15m,pool_window,352,344,30,314,8,"{""ok"": 344, ""invalid"": 8}","{""WHALE_OR_HOLDER_CONCENTRATED"": 86, ""EXIT_DEPTH_THIN"": 49, ""HEALTHY_SHORT_HOLD"": 204, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 314, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_strict,recent_24h,1h,intent_window,352,336,28,308,16,"{""ok"": 336, ""invalid"": 16}","{""EXIT_DEPTH_THIN"": 47, ""WHALE_OR_HOLDER_CONCENTRATED"": 85, ""HEALTHY_SHORT_HOLD"": 199, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 308, ""invalid_sample"": 16}",1.0,1.0
regime_score_threshold_strict,recent_24h,1h,pool_window,352,332,27,305,20,"{""ok"": 332, ""invalid"": 20}","{""EXIT_DEPTH_THIN"": 49, ""HEALTHY_SHORT_HOLD"": 195, ""WHALE_OR_HOLDER_CONCENTRATED"": 83, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 305, ""invalid_sample"": 20}",1.0,1.0
regime_score_threshold_strict,recent_24h,2h,intent_window,352,320,24,296,32,"{""ok"": 320, ""invalid"": 32}","{""HEALTHY_SHORT_HOLD"": 187, ""WHALE_OR_HOLDER_CONCENTRATED"": 81, ""EXIT_DEPTH_THIN"": 47, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 296, ""invalid_sample"": 32}",1.0,1.0
regime_score_threshold_strict,recent_24h,2h,pool_window,352,316,23,293,36,"{""ok"": 316, ""invalid"": 36}","{""EXIT_DEPTH_THIN"": 49, ""HEALTHY_SHORT_HOLD"": 183, ""WHALE_OR_HOLDER_CONCENTRATED"": 79, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 293, ""invalid_sample"": 36}",1.0,1.0
regime_score_threshold_strict,recent_24h,30m,intent_window,352,344,30,314,8,"{""ok"": 344, ""invalid"": 8}","{""EXIT_DEPTH_THIN"": 47, ""WHALE_OR_HOLDER_CONCENTRATED"": 87, ""HEALTHY_SHORT_HOLD"": 205, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 314, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_strict,recent_24h,30m,pool_window,352,340,29,311,12,"{""ok"": 340, ""invalid"": 12}","{""WHALE_OR_HOLDER_CONCENTRATED"": 85, ""EXIT_DEPTH_THIN"": 49, ""HEALTHY_SHORT_HOLD"": 201, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""risk_score_gt_20"": 311, ""invalid_sample"": 12}",1.0,1.0
regime_score_threshold_strict,recent_48h,15m,intent_window,364,364,0,364,0,"{""ok"": 364}","{""HEALTHY_SHORT_HOLD"": 115, ""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_20"": 364}",1.0,1.0
regime_score_threshold_strict,recent_48h,15m,pool_window,384,384,0,384,0,"{""ok"": 384}","{""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""HEALTHY_SHORT_HOLD"": 140, ""EXIT_DEPTH_THIN"": 123, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_48h,1h,intent_window,364,364,0,364,0,"{""ok"": 364}","{""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""HEALTHY_SHORT_HOLD"": 115, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_20"": 364}",1.0,1.0
regime_score_threshold_strict,recent_48h,1h,pool_window,384,384,0,384,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 140, ""EXIT_DEPTH_THIN"": 123, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_48h,2h,intent_window,364,364,0,364,0,"{""ok"": 364}","{""HEALTHY_SHORT_HOLD"": 115, ""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_20"": 364}",1.0,1.0
regime_score_threshold_strict,recent_48h,2h,pool_window,384,384,0,384,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""EXIT_DEPTH_THIN"": 123, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_48h,30m,intent_window,364,364,0,364,0,"{""ok"": 364}","{""EXIT_DEPTH_THIN"": 125, ""WHALE_OR_HOLDER_CONCENTRATED"": 98, ""HEALTHY_SHORT_HOLD"": 115, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 21}","{""risk_score_gt_20"": 364}",1.0,1.0
regime_score_threshold_strict,recent_48h,30m,pool_window,384,384,0,384,0,"{""ok"": 384}","{""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""HEALTHY_SHORT_HOLD"": 140, ""EXIT_DEPTH_THIN"": 123, ""TVL_DROP"": 5, ""VOLATILE_BUT_LIQUID"": 20}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_72h,15m,intent_window,374,374,0,374,0,"{""ok"": 374}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 374}",1.0,1.0
regime_score_threshold_strict,recent_72h,15m,pool_window,384,384,0,384,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 114, ""EXIT_DEPTH_THIN"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_72h,1h,intent_window,374,374,0,374,0,"{""ok"": 374}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 374}",1.0,1.0
regime_score_threshold_strict,recent_72h,1h,pool_window,384,384,0,384,0,"{""ok"": 384}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 114, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_72h,2h,intent_window,374,374,0,374,0,"{""ok"": 374}","{""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 374}",1.0,1.0
regime_score_threshold_strict,recent_72h,2h,pool_window,384,384,0,384,0,"{""ok"": 384}","{""EXIT_DEPTH_THIN"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""HEALTHY_SHORT_HOLD"": 114, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_72h,30m,intent_window,374,374,0,374,0,"{""ok"": 374}","{""EXIT_DEPTH_THIN"": 140, ""HEALTHY_SHORT_HOLD"": 100, ""WHALE_OR_HOLDER_CONCENTRATED"": 99, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 16, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 374}",1.0,1.0
regime_score_threshold_strict,recent_72h,30m,pool_window,384,384,0,384,0,"{""ok"": 384}","{""HEALTHY_SHORT_HOLD"": 114, ""EXIT_DEPTH_THIN"": 140, ""WHALE_OR_HOLDER_CONCENTRATED"": 96, ""PRICE_SPIKE_VOLATILE"": 14, ""UNKNOWN"": 3, ""VOLATILE_BUT_LIQUID"": 15, ""TVL_DROP"": 2}","{""risk_score_gt_20"": 384}",1.0,1.0
regime_score_threshold_strict,recent_7d,15m,intent_window,1390,1389,144,1245,1,"{""ok"": 1389, ""invalid"": 1}","{""UNKNOWN"": 66, ""HEALTHY_SHORT_HOLD"": 535, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1245, ""invalid_sample"": 1}",1.0,1.0
regime_score_threshold_strict,recent_7d,15m,pool_window,1860,1855,144,1711,5,"{""ok"": 1855, ""invalid"": 5}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 530, ""WHALE_OR_HOLDER_CONCENTRATED"": 324, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 16, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1711, ""invalid_sample"": 5}",1.0,1.0
regime_score_threshold_strict,recent_7d,1h,intent_window,1390,1386,141,1245,4,"{""ok"": 1386, ""invalid"": 4}","{""UNKNOWN"": 66, ""HEALTHY_SHORT_HOLD"": 532, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1245, ""invalid_sample"": 4}",1.0,1.0
regime_score_threshold_strict,recent_7d,1h,pool_window,1860,1852,141,1711,8,"{""ok"": 1852, ""invalid"": 8}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 527, ""WHALE_OR_HOLDER_CONCENTRATED"": 324, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 16, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1711, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_strict,recent_7d,2h,intent_window,1390,1382,137,1245,8,"{""ok"": 1382, ""invalid"": 8}","{""UNKNOWN"": 66, ""HEALTHY_SHORT_HOLD"": 528, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1245, ""invalid_sample"": 8}",1.0,1.0
regime_score_threshold_strict,recent_7d,2h,pool_window,1860,1845,137,1708,15,"{""ok"": 1845, ""invalid"": 15}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 523, ""WHALE_OR_HOLDER_CONCENTRATED"": 323, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 14, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1708, ""invalid_sample"": 15}",1.0,1.0
regime_score_threshold_strict,recent_7d,30m,intent_window,1390,1388,143,1245,2,"{""ok"": 1388, ""invalid"": 2}","{""UNKNOWN"": 66, ""WHALE_OR_HOLDER_CONCENTRATED"": 302, ""HEALTHY_SHORT_HOLD"": 534, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 357, ""DATA_STALE_OR_INCOMPLETE"": 12, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1245, ""invalid_sample"": 2}",1.0,1.0
regime_score_threshold_strict,recent_7d,30m,pool_window,1860,1854,143,1711,6,"{""ok"": 1854, ""invalid"": 6}","{""UNKNOWN"": 520, ""HEALTHY_SHORT_HOLD"": 529, ""WHALE_OR_HOLDER_CONCENTRATED"": 324, ""VOLATILE_BUT_LIQUID"": 82, ""EXIT_DEPTH_THIN"": 348, ""DATA_STALE_OR_INCOMPLETE"": 16, ""VOLUME_COLLAPSE"": 1, ""PRICE_SPIKE_VOLATILE"": 33, ""TVL_DROP"": 1}","{""risk_score_gt_20"": 1711, ""invalid_sample"": 6}",1.0,1.0
risk_signal_v2_quarantine_first,recent_24h,15m,intent_window,352,348,348,0,4,"{""ok"": 348, ""invalid"": 4}","{""EXIT_DEPTH_THIN"": 47, ""WHALE_OR_HOLDER_CONCENTRATED"": 88, ""HEALTHY_SHORT_HOLD"": 208, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""invalid_sample"": 4}",1.0,1.0
risk_signal_v2_quarantine_first,recent_24h,15m,pool_window,352,344,344,0,8,"{""ok"": 344, ""invalid"": 8}","{""WHALE_OR_HOLDER_CONCENTRATED"": 86, ""EXIT_DEPTH_THIN"": 49, ""HEALTHY_SHORT_HOLD"": 204, ""VOLATILE_BUT_LIQUID"": 4, ""PRICE_SPIKE_VOLATILE"": 1}","{""invalid_sample"": 8}",1.0,1.0
