pool_id,token_pair,tvl_usd,vol24h_usd,volume_to_tvl,estimated_fee_apr,fee_bps,buyers_24h,sellers_24h,top10_holder_pct,exit_depth_status,price_move_15m,price_move_30m,risk_flags,tier_b_candidate_verdict
0x7cb770d0513c30e0cb45e4899e4a2cbeed6f9830,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,263618.9936,1212985.28467532,4.60128182765098,0.8397339335463075,5,,,46.4,acceptable,0.002,1.642,holder_high,WATCH
0xe47f7dba68a00dc1a6f11458bcdfca810e1cfebf,0xAB6363DA0C80CEF3AE105BD6241E30872355D021/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,29361.9543,444329.231824651,15.1328221304619018,16.5704402328557805,30,559,550,95.13,acceptable,-1.123,-1.826,holder_high,REJECT
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,964974.2994,2987175.82275035,3.095601431673062,3.389683567682008,30,,,60.46,acceptable,,,holder_high,WATCH
0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,0x4200000000000000000000000000000000000006/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,417748.0288,2878695.72227689,6.8909857708869936,1.2576049031868775,5,,,54.38,acceptable,,,holder_high,WATCH
0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,0x9126236476EFBA9AD8AB77855C60EB5BF37586EB/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,1038067.8919,3291265.47378732,3.1705686106553586,2.893143857223016,25,,,91.39,acceptable,,,holder_high;top5_high,WATCH
0xdc5a40b5be693afb1864c558da73e7d51b70579e53689cb3a41f85e6cdd6a7f6,0x832B55B0FA6397CA9E63B8C15DADEF3F6E44614C/0x0000000000000000000000000000000000000000,35680.8125,269994.826819709,7.5669472722827991,0.2761935754383295,1,,,82.96,acceptable,-0.038,-0.273,holder_high,REJECT
