run_id,pool_id,token_pair,virtual_notional_usd,horizon,fee_source,previous_fee_proxy_usd,new_fee_input_usd,old_net_ev_proxy_usd,new_net_ev_proxy_usd,delta_ev,confidence,status,primary_blocker,actual_fee_available,future_probe_only,created_at
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,500.0,1h,pool_level_fee_velocity_proxy_only,,,-11.08467231198055,-1.8160092705628106,9.268663041417739,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,500.0,2h,pool_level_fee_velocity_proxy_only,,,-11.377700834216343,-2.109037792798605,9.268663041417739,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,1000.0,15m,pool_level_fee_velocity_proxy_only,,,-45.175608171923336,-4.478599933586709,40.69700823833663,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,1000.0,30m,pool_level_fee_velocity_proxy_only,,,-45.431433394085296,-4.7344251557486725,40.69700823833662,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,1000.0,1h,pool_level_fee_velocity_proxy_only,,,-45.81501808148207,-5.118009843145445,40.69700823833663,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,1000.0,2h,pool_level_fee_velocity_proxy_only,,,-46.40107512595366,-5.704066887617033,40.69700823833663,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,2000.0,15m,pool_level_fee_velocity_proxy_only,,,-192.0511469911403,-19.11694876710431,172.934198224036,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,2000.0,30m,pool_level_fee_velocity_proxy_only,,,-192.5627974354642,-19.628599211428238,172.93419822403598,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,2000.0,1h,pool_level_fee_velocity_proxy_only,,,-193.3299668102578,-20.395768586221784,172.934198224036,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,2000.0,2h,pool_level_fee_velocity_proxy_only,,,-194.50208089920093,-21.56788267516496,172.93419822403598,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20.0,15m,pool_level_fee_velocity_proxy_only,,,-0.13216251169925658,-20.614979830369013,-20.482817318669756,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20.0,30m,pool_level_fee_velocity_proxy_only,,,-0.13765818653831496,-20.62047550520807,-20.482817318669756,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20.0,1h,pool_level_fee_velocity_proxy_only,,,-0.14590461051330372,-20.62872192918306,-20.48281731866976,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20.0,2h,pool_level_fee_velocity_proxy_only,,,-0.158515547306211,-20.64133286597597,-20.482817318669756,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100.0,15m,pool_level_fee_velocity_proxy_only,,,-0.5541728603657767,-100.73119725029582,-100.17702438993004,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100.0,30m,pool_level_fee_velocity_proxy_only,,,-0.5816512345610686,-100.75867562449112,-100.17702438993005,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100.0,1h,pool_level_fee_velocity_proxy_only,,,-0.6228833544360123,-100.79990774436605,-100.17702438993004,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100.0,2h,pool_level_fee_velocity_proxy_only,,,-0.6859380384005487,-100.86296242833059,-100.17702438993004,medium,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,500.0,15m,pool_level_fee_velocity_proxy_only,,,-10.985528494977059,-501.1687695239319,-490.18324102895485,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,500.0,30m,pool_level_fee_velocity_proxy_only,,,-11.12292036595352,-501.30616139490843,-490.1832410289549,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,500.0,1h,pool_level_fee_velocity_proxy_only,,,-11.329080965328238,-501.5123219942831,-490.1832410289549,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,500.0,2h,pool_level_fee_velocity_proxy_only,,,-11.64435438515092,-501.8275954141058,-490.1832410289549,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,1000.0,15m,pool_level_fee_velocity_proxy_only,,,-45.616730447475085,-1001.6862602839959,-956.0695298365208,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,1000.0,30m,pool_level_fee_velocity_proxy_only,,,-45.891514189428,-1001.9610440259489,-956.0695298365209,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,1000.0,1h,pool_level_fee_velocity_proxy_only,,,-46.30383538817744,-1002.3733652246983,-956.0695298365209,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,1000.0,2h,pool_level_fee_velocity_proxy_only,,,-46.9343822278228,-1003.0039120643437,-956.0695298365209,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,2000.0,15m,pool_level_fee_velocity_proxy_only,,,-192.9333915422438,-2002.705482890964,-1809.7720913487203,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,2000.0,30m,pool_level_fee_velocity_proxy_only,,,-193.48295902614964,-2003.25505037487,-1809.7720913487203,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,2000.0,1h,pool_level_fee_velocity_proxy_only,,,-194.30760142364852,-2004.0796927723688,-1809.7720913487203,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,2000.0,2h,pool_level_fee_velocity_proxy_only,,,-195.56869510293924,-2005.3407864516596,-1809.7720913487203,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,20.0,15m,pool_level_fee_velocity_proxy_only,,,,-16.57926614037473,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,20.0,30m,pool_level_fee_velocity_proxy_only,,,,-16.579250075910924,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,20.0,1h,pool_level_fee_velocity_proxy_only,,,,-16.579217946983306,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,20.0,2h,pool_level_fee_velocity_proxy_only,,,,-16.579153689128066,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,100.0,15m,pool_level_fee_velocity_proxy_only,,,,-96.16868449750197,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,100.0,30m,pool_level_fee_velocity_proxy_only,,,,-96.16860417518294,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,100.0,1h,pool_level_fee_velocity_proxy_only,,,,-96.16844353054483,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,100.0,2h,pool_level_fee_velocity_proxy_only,,,,-96.16812224126865,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,500.0,15m,pool_level_fee_velocity_proxy_only,,,,-496.077200199941,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,500.0,30m,pool_level_fee_velocity_proxy_only,,,,-496.07679858834575,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,500.0,1h,pool_level_fee_velocity_proxy_only,,,,-496.0759953651553,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,500.0,2h,pool_level_fee_velocity_proxy_only,,,,-496.0743889187744,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,1000.0,15m,pool_level_fee_velocity_proxy_only,,,,-996.0836710343402,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,1000.0,30m,pool_level_fee_velocity_proxy_only,,,,-996.0828678111498,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,1000.0,1h,pool_level_fee_velocity_proxy_only,,,,-996.0812613647688,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,1000.0,2h,pool_level_fee_velocity_proxy_only,,,,-996.078048472007,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,2000.0,15m,pool_level_fee_velocity_proxy_only,,,,-1996.0823839137227,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,2000.0,30m,pool_level_fee_velocity_proxy_only,,,,-1996.0807774673417,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,2000.0,1h,pool_level_fee_velocity_proxy_only,,,,-1996.0775645745798,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,2000.0,2h,pool_level_fee_velocity_proxy_only,,,,-1996.0711387890562,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,20.0,15m,pool_level_fee_velocity_proxy_only,,,,-20.283038853966858,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,20.0,30m,pool_level_fee_velocity_proxy_only,,,,-20.28297882547935,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,20.0,1h,pool_level_fee_velocity_proxy_only,,,,-20.282858768504344,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,20.0,2h,pool_level_fee_velocity_proxy_only,,,,-20.282618654554327,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,100.0,15m,pool_level_fee_velocity_proxy_only,,,,-100.31832531552034,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,100.0,30m,pool_level_fee_velocity_proxy_only,,,,-100.31802517308282,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,100.0,1h,pool_level_fee_velocity_proxy_only,,,,-100.31742488820778,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,100.0,2h,pool_level_fee_velocity_proxy_only,,,,-100.31622431845769,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,500.0,15m,pool_level_fee_velocity_proxy_only,,,,-500.3521291115474,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,500.0,30m,pool_level_fee_velocity_proxy_only,,,,-500.35062839935983,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,500.0,1h,pool_level_fee_velocity_proxy_only,,,,-500.3476269749846,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,500.0,2h,pool_level_fee_velocity_proxy_only,,,,-500.34162412623414,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,1000.0,15m,pool_level_fee_velocity_proxy_only,,,,-1000.3650526229985,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,1000.0,30m,pool_level_fee_velocity_proxy_only,,,,-1000.3620511986234,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,1000.0,1h,pool_level_fee_velocity_proxy_only,,,,-1000.3560483498729,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,1000.0,2h,pool_level_fee_velocity_proxy_only,,,,-1000.344042652372,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,2000.0,15m,pool_level_fee_velocity_proxy_only,,,,-2000.3755827696482,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,2000.0,30m,pool_level_fee_velocity_proxy_only,,,,-2000.3695799208979,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,2000.0,1h,pool_level_fee_velocity_proxy_only,,,,-2000.357574223397,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,cbBTC/USDC,2000.0,2h,pool_level_fee_velocity_proxy_only,,,,-2000.333562828395,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,15m,pool_level_fee_velocity_proxy_only,,,,-0.010459606110926384,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,30m,pool_level_fee_velocity_proxy_only,,,,-0.010399447673159957,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,1h,pool_level_fee_velocity_proxy_only,,,,-0.0102791307976271,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,2h,pool_level_fee_velocity_proxy_only,,,,-0.010038497046561389,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,15m,pool_level_fee_velocity_proxy_only,,,,-0.01021897235986027,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,30m,pool_level_fee_velocity_proxy_only,,,,-0.009918180171028131,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,1h,pool_level_fee_velocity_proxy_only,,,,-0.009316595793363852,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,2h,pool_level_fee_velocity_proxy_only,,,,-0.008113427038035295,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,15m,pool_level_fee_velocity_proxy_only,,,,-0.009015803604531681,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,30m,pool_level_fee_velocity_proxy_only,,,,-0.007511842660370985,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,1h,pool_level_fee_velocity_proxy_only,,,,-0.004503920772049591,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,2h,pool_level_fee_velocity_proxy_only,,,,0.0015119230045931974,,low,POSITIVE_PROXY,pool_level_positive_not_edge,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,15m,pool_level_fee_velocity_proxy_only,,,,-0.007511842660371935,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,30m,pool_level_fee_velocity_proxy_only,,,,-0.004503920772050541,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,1h,pool_level_fee_velocity_proxy_only,,,,0.0015119230045922468,,low,POSITIVE_PROXY,pool_level_positive_not_edge,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,2h,pool_level_fee_velocity_proxy_only,,,,0.013543610557877823,,low,POSITIVE_PROXY,pool_level_positive_not_edge,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,15m,pool_level_fee_velocity_proxy_only,,,,-0.004503920772050463,,low,NEGATIVE_PROXY,actual_position_fee_lineage_missing,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,30m,pool_level_fee_velocity_proxy_only,,,,0.0015119230045923249,,low,POSITIVE_PROXY,pool_level_positive_not_edge,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,1h,pool_level_fee_velocity_proxy_only,,,,0.013543610557877901,,low,POSITIVE_PROXY,pool_level_positive_not_edge,False,True,1780324497
20260601_143401,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,2h,pool_level_fee_velocity_proxy_only,,,,0.037606985664449054,,low,POSITIVE_PROXY,pool_level_positive_not_edge,False,True,1780324497
