pool_id,token_pair,original_verdict,risk_score,fee_opportunity_score,volatility_risk_score,holder_concentration_risk,liquidity_exit_risk,data_quality_score,position_count,best_horizon,best_entry_size,median_net_pnl_pct,p10,p5,p1,win_rate,fee_estimate_median,price_loss_median,exit_slippage_median,survival_rate,quarantine_trigger_rate,tvl_drop_rate,volume_collapse_rate,price_spike_down_rate,exit_depth_fail_rate,mark_stale_rate,root_cause
0x7cb770d0513c30e0cb45e4899e4a2cbeed6f9830,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,MICRO_CANDIDATE,0,8.40,0.00,0.00,0.00,0.00,147,30m,10.00,0.001924,-0.019040,-0.021230,-0.029241,0.604167,0.000479,0.018959,0.000190,0.979592,0.000000,,0.061224,0.000000,0.020408,0.020408,TAIL_TOO_HEAVY
0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,0x4200000000000000000000000000000000000006/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,WATCH,20,12.58,0.00,0.00,0.00,100.00,132,2h,10.00,-0.000273,-0.009440,-0.016855,-0.017922,0.439024,0.002871,-0.005486,0.000120,0.931818,1.000000,,0.159091,0.000000,0.068182,0.068182,EXIT_DEPTH_BAD
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,WATCH,20,33.90,0.00,0.00,0.00,100.00,36,6h,10.00,0.037044,-0.054554,-0.068894,-0.080366,0.600000,0.023217,0.347280,0.000052,0.416667,1.000000,,0.166667,0.083333,0.583333,0.583333,EXIT_DEPTH_BAD
0xe47f7dba68a00dc1a6f11458bcdfca810e1cfebf,0xAB6363DA0C80CEF3AE105BD6241E30872355D021/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,WATCH,20,100.00,0.00,0.00,88.26,100.00,57,6h,10.00,0.038812,-0.007769,-0.021183,-0.032221,0.833333,0.113496,0.276327,0.001703,0.631579,1.000000,,0.263158,0.000000,0.368421,0.368421,EXIT_DEPTH_BAD
