run_id,pool_id,token_pair,inferred_tier,virtual_notional_usd,horizon,quote_depth_confidence,capacity_pass,capacity_limit_usd,gross_fee_proxy_usd,fee_velocity_rate,il_lvr_proxy_usd,il_lvr_proxy_rate,slippage_cost_usd,slippage_rate,exit_cost_usd,fixed_cost_usd,net_ev_proxy_usd,net_ev_proxy_pct,variable_edge_rate,break_even_notional_usd,no_size_can_fix,ev_status,confidence,primary_blocker,fee_source_v1,new_gross_fee_proxy_usd,new_net_ev_proxy_usd,new_status,delta_ev,fee_confidence,window_label
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,20,15m,high,yes,791.1669433639287,9.39207531671721e-05,0.00045081961520242615,0.011056457555338463,0.0005528228777669232,0.006999999999999999,0.00034999999999999994,0.00504,0.1,-0.1230025368021713,-0.006150126840108565,-0.0011501268401085645,,yes,NO_SIZE_CAN_FIX,high,fixed_cost_too_high,pool_score_history_fee_apr_score,,-0.1230025368021713,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,20,30m,high,yes,791.1669433639287,0.0001878415063343442,0.00045081961520242615,0.016000999736561255,0.0008000499868280627,0.006999999999999999,0.00034999999999999994,0.00504,0.1,-0.12785315823022692,-0.006392657911511346,-0.0013926579115113454,,yes,NO_SIZE_CAN_FIX,high,fixed_cost_too_high,pool_score_history_fee_apr_score,,-0.12785315823022692,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,20,1h,high,yes,791.1669433639287,0.0003756830126686884,0.00045081961520242615,0.02335844585897149,0.0011679222929485745,0.006999999999999999,0.00034999999999999994,0.00504,0.1,-0.13502276284630282,-0.006751138142315141,-0.0017511381423151403,,yes,NO_SIZE_CAN_FIX,high,fixed_cost_too_high,pool_score_history_fee_apr_score,,-0.13502276284630282,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,20,2h,high,yes,791.1669433639287,0.0007513660253373768,0.00045081961520242615,0.034493060969711636,0.0017246530484855817,0.006999999999999999,0.00034999999999999994,0.00504,0.1,-0.14578169494437426,-0.0072890847472187135,-0.002289084747218713,,yes,NO_SIZE_CAN_FIX,high,fixed_cost_too_high,pool_score_history_fee_apr_score,,-0.14578169494437426,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,100,15m,high,yes,791.1669433639287,0.00046960376583586057,0.00045081961520242615,0.05528228777669232,0.0005528228777669232,0.20555831504040337,0.0020555831504040336,0.1480019868290904,0.1,-0.5083729858803502,-0.005083729858803502,-0.004083729858803503,,yes,NO_SIZE_CAN_FIX,high,fee_too_low,pool_score_history_fee_apr_score,,-0.5083729858803502,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,100,30m,high,yes,791.1669433639287,0.0009392075316717211,0.00045081961520242615,0.08000499868280626,0.0008000499868280627,0.20555831504040337,0.0020555831504040336,0.1480019868290904,0.1,-0.5326260930206282,-0.005326260930206283,-0.004326260930206284,,yes,NO_SIZE_CAN_FIX,high,fee_too_low,pool_score_history_fee_apr_score,,-0.5326260930206282,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,100,1h,high,yes,791.1669433639287,0.0018784150633434423,0.00045081961520242615,0.11679222929485746,0.0011679222929485745,0.20555831504040337,0.0020555831504040336,0.1480019868290904,0.1,-0.5684741161010077,-0.005684741161010077,-0.004684741161010078,,yes,NO_SIZE_CAN_FIX,high,fee_too_low,pool_score_history_fee_apr_score,,-0.5684741161010077,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,100,2h,high,yes,791.1669433639287,0.0037568301266868846,0.00045081961520242615,0.17246530484855818,0.0017246530484855817,0.20555831504040337,0.0020555831504040336,0.1480019868290904,0.1,-0.622268776591365,-0.00622268776591365,-0.00522268776591365,,yes,NO_SIZE_CAN_FIX,high,fee_too_low,pool_score_history_fee_apr_score,,-0.622268776591365,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,500,15m,low,yes,791.1669433639287,0.002348018829179303,0.00045081961520242615,0.2764114388834616,0.0005528228777669232,6.036317268892817,0.012072634537785634,4.346148433602829,0.1,-10.756529122549926,-0.02151305824509985,-0.021313058245099853,,yes,NO_SIZE_CAN_FIX,low,data_confidence_low,pool_score_history_fee_apr_score,,-10.756529122549926,NO_SIZE_CAN_FIX,0.0,low,recent_7d
20260601_094238,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,B,500,30m,low,yes,791.1669433639287,0.004696037658358606,0.00045081961520242615,0.40002499341403136,0.0008000499868280627,6.036317268892817,0.012072634537785634,4.346148433602829,0.1,-10.877794658251318,-0.021755589316502635,-0.021555589316502637,,yes,NO_SIZE_CAN_FIX,low,data_confidence_low,pool_score_history_fee_apr_score,,-10.877794658251318,NO_SIZE_CAN_FIX,0.0,low,recent_7d
