run_id,pool_id,token_pair,chain,block_number,snapshot_ts,token0,token1,fee_tier,tick_spacing,sqrt_price_x96,current_tick,current_liquidity,tick_index,initialized,liquidity_gross,liquidity_net,fee_growth_outside0_x128,fee_growth_outside1_x128,seconds_outside,tick_distance_from_current,scan_method,confidence,invalid_reason,read_only_safe,wallet_or_tx_touched,created_at
20260601_130245,0x4e962bb3889bf030368f56810a9c96b83cb3e778,cbBTC/USDC,base,,1780319981,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,5,,,,,,,,,,,,,state_read_failed,low,pool_state_read_failed:RuntimeError,True,False,1780319981
20260601_130245,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,WETH/USDC,base,,1780319986,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,5,,,,,,,,,,,,,state_read_failed,low,pool_state_read_failed:RuntimeError,True,False,1780319986
20260601_130245,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,cbBTC/WETH,base,,1780319991,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,5,,,,,,,,,,,,,state_read_failed,low,pool_state_read_failed:RuntimeError,True,False,1780319991
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200435,True,1896185057098996,1896185057098996,423615463577375216300146998543372031805251,1177376163147886767669124219648603,1779527433,1,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200433,True,1302092265473115,1302092265473115,255012999700006688491084097303063780568181,680852558922433195434916108995128,1747517575,1,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200436,True,7870090172,-7870090172,62891295762705485889980291730267072752430,105029851763026005943351414097606,1706158997,2,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200437,True,3939562826154096,3939562826154096,425070400847708581642142542116589714965939,1180366784043682404607277200853292,1779949683,3,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200431,True,5630494436392030,5630461475669634,100496643392402873974024149808129919194093,223556906647177864579165512613950,1719598499,3,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200438,True,170829784674,170829784674,254880345151424399028175620239695176307342,680591461666959541182742785665910,1747523941,4,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200439,True,300073591596,-300073591596,254604770263680402090881266934986469615020,680042323313085802939577334927544,1747435583,5,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200429,True,7414452370046,6561824512784,63228540820485669045945098029542094679546,105696542871547409632577204138931,1706214247,5,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200428,True,1942140059474,1942140059474,411983341849436312885840246284068649128405,1150796799176164125481261756483183,1775779267,6,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200441,True,82911392765,-82911392765,254586228081406619479518526055451188067065,680006351733693598919865106514373,1747443537,7,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200427,True,1899761096680182,1899761096680182,185706214020584781499980889177466972121043,471323316629677696885053595880447,1738089009,7,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200442,True,40681208959573,40681208959573,254701851717481373871112734246964491496027,680239150340732850030359392254275,1747498513,8,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200426,True,330632264206835,330632264206835,425832949352634120970952580905560012854629,1181908957055553012473169173326526,1780198635,8,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200425,True,750990252455,750990252455,255365960991201283206008605605128751331787,681550879370171507452074169489661,1747577711,9,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200424,True,1785184518505,1785184518505,170745003617550364661542522990547649430219,500902881067980336769675885347003,32743102,10,tick_bitmap_plus_ticks,high,,True,False,1780319998
20260601_130245,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,base,46765327,1780319998,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,100,1,3521667817631740628659579,-200434,517120156344851039,-200423,True,503136524718237,503136524718237,1011685590124901138575017844048466838789,2028546103049945319993276444911,363682,11,tick_bitmap_plus_ticks,high,,True,False,1780319998
