pool_id,token_pair,verdict,watch_only,risk_score,flags,fee_opportunity_score,volatility_risk_score,holder_concentration_risk,liquidity_exit_risk,data_quality_score,tvl_usd,vol24h_usd,estimated_fee_apr,market_quality_missing,quarantine_status,quarantine_reason
0x7cb770d0513c30e0cb45e4899e4a2cbeed6f9830,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,MICRO_CANDIDATE,no,0,,8.40,0.00,0.00,0.00,0.00,263618.9936,1212985.28467532,0.8397339335463075,no,healthy,none
0xe47f7dba68a00dc1a6f11458bcdfca810e1cfebf,0xAB6363DA0C80CEF3AE105BD6241E30872355D021/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,WATCH,yes,20,market_quality_incomplete,100.00,0.00,0.00,88.26,100.00,29361.9543,444329.231824651,16.5704402328557805,yes,watch,data_quality_missing
0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,WATCH,yes,20,market_quality_incomplete,33.90,0.00,0.00,0.00,100.00,964974.2994,2987175.82275035,3.389683567682008,yes,watch,data_quality_missing
0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,0x4200000000000000000000000000000000000006/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,WATCH,yes,20,market_quality_incomplete,12.58,0.00,0.00,0.00,100.00,417748.0288,2878695.72227689,1.2576049031868775,yes,watch,data_quality_missing
