best_combo,best_horizon,best_proof_unit,best_window,sample_count,hold_p10,hold_p5,hold_p1,v2_p10,v2_p5,v2_p1,tail_improve_p10,tail_improve_p5,tail_improve_p1,false_exit_rate,missed_profit_rate,no_entry_quarantine_helpful,risk_exit_helpful,hybrid_helpful,data_quality_status,preview_verdict
price_plus_exit_depth,1h,pool_window,recent_48h,384,-0.40842082211722575,-0.7880556211205895,-1.801486357708448,-0.27980738705815617,-0.7880556211205895,-1.801486357708448,0.12861343505906958,0.0,0.0,0.028645833333333332,0.028645833333333332,True,False,False,sufficient,FIXED_QUARANTINE_FIRST
