horizon,position_id,pool_id,token_pair,open_time,exit_time,holding_minutes,entry_value_usd,final_value_usd,net_pnl_pct,outcome_type,exit_reason,exit_action,score_open_decision,score_first_selected,score_max_before_open,score_median_before_open,selected_trace_count,top20_trace_count,decision_trace_count,terminal_future_flag,data_quality_status,invalid_reason,pool_position_count,root_cause
6h,shadow-pos-20a722d61ae673d983db7ac4,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779603622,1779610858,120,200.0,200.01431617265092,0.007158086325464082,terminal_exit_mark,"closed after 120m; final pnl +0.0143 USD (fees +0.0147, il -0.0003, price +0.3678%)",shadow_close,63.9011758922275,63.9011758922275,63.9011758922275,63.9011758922275,115,0,115,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-91d83562aa038c689fc52a49,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779588904,1779596229,122,200.0,200.01655526362845,0.008277631814221888,terminal_exit_mark,"closed after 122m; final pnl +0.0166 USD (fees +0.0167, il -0.0001, price +0.2237%)",shadow_close,63.8989600338655,63.8989600338655,63.8989600338655,63.8989600338655,123,0,123,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-aba9eb8396fcbb72b1b30ba8,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779596278,1779603520,120,200.0,200.01669460187756,0.008347300938786734,terminal_exit_mark,"closed after 120m; final pnl +0.0167 USD (fees +0.0168, il -0.0001, price +0.2292%)",shadow_close,63.8989600338655,63.8989600338655,63.8989600338655,63.8989600338655,116,0,116,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-e578fab5031843ede06449c2,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779569617,1779588900,321,200.0,200.0424789791115,0.02123948955575962,terminal_exit_mark,"closed after 321m; final pnl +0.0425 USD (fees +0.0433, il -0.0009, price +0.5867%)",shadow_close,61.1949761592904,61.1949761592904,61.1949761592904,61.1949761592904,319,0,319,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-833713bf8f5b4cb1b0c6bf63,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779522686,1779565931,720,200.0,200.06972419927763,0.03486209963881442,terminal_exit_mark,"closed after 720m; final pnl +0.0697 USD (fees +0.0700, il -0.0002, price +0.3140%)",shadow_close,63.6448199765257,63.6448199765257,63.6448199765257,63.6448199765257,602,0,602,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-fbeaeba5f113d78d37c03530,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,base:aerodrome-slipstream:0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,1779621225,1779686395,1086,200,200.11660177807943375924293246306606667058418,0.058301,future_position_mark,"","",61.8239084674201,61.8239084674201,61.8239084674201,61.8239084674201,422,0,422,future,valid_future,"",3,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-d242d4f81bdc2b874e602b7a,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779618187,1779688854,1177,200.0,200.13991418670327,0.06995709335162613,terminal_exit_mark,"closed after 1177m; final pnl +0.1399 USD (fees +0.1404, il -0.0005, price -0.4577%)",shadow_close,62.4950922880048,62.4950922880048,62.4950922880048,62.4950922880048,513,0,513,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-fac1c5c8b2abd1f13184b34b,0x4e962bb3889bf030368f56810a9c96b83cb3e778,base:aerodrome-slipstream:0x4e962bb3889bf030368f56810a9c96b83cb3e778,1779686450,0,-29661440,200,200.217181517155143956719980304625906084477324,0.108591,future_position_mark,"","",74.6590984721516,74.6590984721516,74.6590984721516,74.6590984721516,830,0,830,future,valid_future,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-1bd7fecdcc51c98d372e38d1,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base:aerodrome-slipstream:0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,1779732173,1779775383,720,1000,1001.156989111381181355211152071420666936391496,0.115699,future_position_mark,"","",75.9277339536427,75.9277339536427,75.9277339536427,75.9277339536427,74,74,74,future,valid_future,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-5bbfdd99de9f74905e0a31af,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779338862,1779346152,121,200.0,200.43784973186388,0.21892486593194338,terminal_exit_mark,"closed after 121m; final pnl +0.4378 USD (fees +0.4379, il 0.0000, price +0.0244%)",shadow_close,62.5158999050678,62.5158999050678,62.5158999050678,62.5158999050678,117,0,117,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-06eb7de3f0c56598add9777c,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base:aerodrome-slipstream:0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,1779688909,1779732130,720,1000.0,1002.713241620815,0.2713241620815003,terminal_exit_mark,"closed after 720m; final pnl +2.7132 USD (fees +2.7207, il -0.0074, price +0.7750%)",shadow_close,76.1695019804473,76.1695019804473,76.1695019804473,76.1695019804473,716,716,716,terminal,valid_terminal,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-77ddf211104f42ab55b922c6,0x4e962bb3889bf030368f56810a9c96b83cb3e778,base:aerodrome-slipstream:0x4e962bb3889bf030368f56810a9c96b83cb3e778,1779332693,1779344122,190,200.0,200.62067426554083,0.31033713277041336,terminal_exit_mark,"closed after 190m; final pnl +0.6207 USD (fees +0.6207, il 0.0000, price +0.1069%)",shadow_close,70.2114330921813,70.2114330921813,72.415745541705,70.5056634863981,107,0,107,terminal,valid_terminal,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-45233bdc18a6b6ddab34042c,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779732165,1779775383,720,200,201.0802846710354246911914802234402467048,0.540142,future_position_mark,"","",60.6492631298298,60.6492631298298,60.6492631298298,60.6492631298298,74,0,74,future,valid_future,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-7f17b03d5f6152b6f693864d,0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,base:aerodrome-slipstream:0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,1779577685,1779621140,724,200.0,201.31004733477474,0.6550236673873694,terminal_exit_mark,"closed after 724m; final pnl +1.3100 USD (fees +1.3166, il -0.0066, price +1.6340%)",shadow_close,62.6024702968391,62.6024702968391,62.6024702968391,62.6024702968391,705,0,705,terminal,valid_terminal,"",3,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-b56917c6282e10d8858782aa,0x4e962bb3889bf030368f56810a9c96b83cb3e778,base:aerodrome-slipstream:0x4e962bb3889bf030368f56810a9c96b83cb3e778,1779344179,1779564359,3669,200.0,201.66839433723595,0.8341971686179706,terminal_exit_mark,"closed after 3669m; final pnl +1.6684 USD (fees +1.6693, il -0.0009, price -0.5990%)",shadow_close,72.415745541705,72.415745541705,72.415745541705,72.415745541705,3426,0,3426,terminal,valid_terminal,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-ed4a00d22f941ea02c4a9abb,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base:pancakeswap-v3-base:0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,1779688908,1779732130,720,200.0,202.47099910842374,1.2354995542118654,terminal_exit_mark,"closed after 720m; final pnl +2.4710 USD (fees +2.4725, il -0.0015, price +0.7700%)",shadow_close,62.2607481987641,62.2607481987641,62.2607481987641,62.2607481987641,716,0,716,terminal,valid_terminal,"",11,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-824c6f5ed8b582da1b0004a6,0x4e962bb3889bf030368f56810a9c96b83cb3e778,base:aerodrome-slipstream:0x4e962bb3889bf030368f56810a9c96b83cb3e778,1779564413,1779607791,722,200.0,202.86125473927572,1.4306273696378573,terminal_exit_mark,"closed after 722m; final pnl +2.8613 USD (fees +2.8638, il -0.0026, price +1.0178%)",shadow_close,66.9949070175927,66.9949070175927,66.9949070175927,66.9949070175927,707,0,707,terminal,valid_terminal,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-f823ae9a69be0b66cb778ba8,0x4e962bb3889bf030368f56810a9c96b83cb3e778,base:aerodrome-slipstream:0x4e962bb3889bf030368f56810a9c96b83cb3e778,1779607818,1779686395,1309,200.0,205.26947305929008,2.6347365296450396,terminal_exit_mark,"closed after 1309m; final pnl +5.2695 USD (fees +5.2712, il -0.0018, price +0.8454%)",shadow_close,74.9188307249854,74.9188307249854,74.9188307249854,74.9188307249854,640,0,640,terminal,valid_terminal,"",5,POSITION_DATA_QUALITY_FAIL
6h,shadow-pos-ec687b2aceeb808a1f6c75ac,0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base:aerodrome-slipstream:0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,1779332692,1779561708,3816,1000.0,1078.3949158518813,7.839491585188136,terminal_exit_mark,"closed after 3816m; final pnl +78.3949 USD (fees +78.4308, il -0.0359, price -1.6800%)",shadow_close,74.6575063510464,74.6575063510464,77.6582950363921,76.4356493746252,3490,3186,3490,terminal,valid_terminal,"",5,POSITION_DATA_QUALITY_FAIL
6h,"",0x6c561b446416e1a00e8e93e221854d6ea4171372,base:uniswap-v3-base:0x6c561b446416e1a00e8e93e221854d6ea4171372,1779445373,,-29657422,0.0,,,invalid,"","",64.0271351260387,64.0271351260387,64.0271351260387,64.0271351260387,84,0,84,future,invalid,pool_mark_only,5,LIFECYCLE_MAPPING_BUG
6h,shadow-canary-live-pos-299da787e60301c7c2c61c0f,0x6c561b446416e1a00e8e93e221854d6ea4171372,base:uniswap-v3-base:0x6c561b446416e1a00e8e93e221854d6ea4171372,1779523662,1779523767,1,4.681300999999984,,,invalid,"closed after 1m; final pnl -4.6813 USD (fees 0.0000, il -4.6813, price -4.9200%)",shadow_close,64.3818262633823,64.3818262633823,64.3818262633823,64.3818262633823,1,0,1,future,invalid,no_valid_lifecycle_outcome,5,POSITION_DATA_QUALITY_FAIL
6h,shadow-canary-live-pos-36bbaf9a2860d133daa0e42a,0x6c561b446416e1a00e8e93e221854d6ea4171372,base:uniswap-v3-base:0x6c561b446416e1a00e8e93e221854d6ea4171372,1779498947,1779500534,26,4.95542233412046,,,invalid,"closed after 26m; final pnl -4.9554 USD (fees 0.0000, il -4.9554, price -0.1660%)",shadow_close,64.3818262633823,64.3818262633823,64.3818262633823,64.3818262633823,26,0,26,future,invalid,no_valid_lifecycle_outcome,5,POSITION_DATA_QUALITY_FAIL
