run_id,scenario_name,pool_id,token_pair,virtual_notional_usd,horizon,fixed_cost_usd,gross_fee_proxy_usd,slippage_cost_usd,exit_cost_usd,net_ev_proxy_usd,net_ev_proxy_pct,status,primary_remaining_blocker
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,30m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,15m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,15m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,15m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,15m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,30m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,30m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,30m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,30m,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,1h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,20,2h,0.05,,0.006999999999999999,0.00504,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,15m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,30m,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,1h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,zero_il_lvr,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,optimistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,realistic,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
20260601_105452,conservative,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,100,2h,0.05,,0.20555831504040337,0.1480019868290904,,,DATA_INSUFFICIENT,data_confidence_low
