run_id,pool_id,token_pair,pool_type,horizon,window_label,bucket_start,bucket_end,feature_cutoff_time,entry_safe,price_move_proxy,volatility_proxy,il_proxy_rate_conservative,il_proxy_rate_realistic,il_proxy_rate_optimistic,lvr_proxy_rate_conservative,lvr_proxy_rate_realistic,lvr_proxy_rate_optimistic,confidence,confidence_reason,invalid_reason
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,30m,recent_24h,1780022379,1780108779,1780108779,yes,0.4665137071408595,0.933027414281719,0.0009330274142817191,0.0006997705607112893,0.0003732109657126877,9.865090434923969e-05,6.905563304446778e-05,3.452781652223389e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,1h,recent_24h,1780022379,1780108779,1780108779,yes,0.6597500116715538,0.933027414281719,0.0013195000233431075,0.0009896250175073307,0.000527800009337243,0.00019730180869847937,0.00013811126608893556,6.905563304446778e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,2h,recent_24h,1780022379,1780108779,1780108779,yes,0.933027414281719,0.933027414281719,0.0018660548285634381,0.0013995411214225786,0.0007464219314253753,0.00039460361739695874,0.0002762225321778711,0.00013811126608893556,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,15m,recent_48h,1779935979,1780108779,1780108779,yes,0.3298750058357769,0.933027414281719,0.0006597500116715538,0.0004948125087536654,0.0002639000046686215,4.932545217461984e-05,3.452781652223389e-05,1.7263908261116945e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,30m,recent_48h,1779935979,1780108779,1780108779,yes,0.4665137071408595,0.933027414281719,0.0009330274142817191,0.0006997705607112893,0.0003732109657126877,9.865090434923969e-05,6.905563304446778e-05,3.452781652223389e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,1h,recent_48h,1779935979,1780108779,1780108779,yes,0.6597500116715538,0.933027414281719,0.0013195000233431075,0.0009896250175073307,0.000527800009337243,0.00019730180869847937,0.00013811126608893556,6.905563304446778e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,2h,recent_48h,1779935979,1780108779,1780108779,yes,0.933027414281719,0.933027414281719,0.0018660548285634381,0.0013995411214225786,0.0007464219314253753,0.00039460361739695874,0.0002762225321778711,0.00013811126608893556,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,15m,recent_72h,1779849579,1780108779,1780108779,yes,0.3298750058357769,0.933027414281719,0.0006597500116715538,0.0004948125087536654,0.0002639000046686215,4.932545217461984e-05,3.452781652223389e-05,1.7263908261116945e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,30m,recent_72h,1779849579,1780108779,1780108779,yes,0.4665137071408595,0.933027414281719,0.0009330274142817191,0.0006997705607112893,0.0003732109657126877,9.865090434923969e-05,6.905563304446778e-05,3.452781652223389e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,1h,recent_72h,1779849579,1780108779,1780108779,yes,0.6597500116715538,0.933027414281719,0.0013195000233431075,0.0009896250175073307,0.000527800009337243,0.00019730180869847937,0.00013811126608893556,6.905563304446778e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,2h,recent_72h,1779849579,1780108779,1780108779,yes,0.933027414281719,0.933027414281719,0.0018660548285634381,0.0013995411214225786,0.0007464219314253753,0.00039460361739695874,0.0002762225321778711,0.00013811126608893556,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,15m,recent_7d,1779503979,1780108779,1780108779,yes,0.3298750058357769,0.933027414281719,0.0006597500116715538,0.0004948125087536654,0.0002639000046686215,4.932545217461984e-05,3.452781652223389e-05,1.7263908261116945e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,30m,recent_7d,1779503979,1780108779,1780108779,yes,0.4665137071408595,0.933027414281719,0.0009330274142817191,0.0006997705607112893,0.0003732109657126877,9.865090434923969e-05,6.905563304446778e-05,3.452781652223389e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,1h,recent_7d,1779503979,1780108779,1780108779,yes,0.6597500116715538,0.933027414281719,0.0013195000233431075,0.0009896250175073307,0.000527800009337243,0.00019730180869847937,0.00013811126608893556,6.905563304446778e-05,high,entry_safe_regime_features,
20260601_105452,0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,WETH/USDC,concentrated_liquidity,2h,recent_7d,1779503979,1780108779,1780108779,yes,0.933027414281719,0.933027414281719,0.0018660548285634381,0.0013995411214225786,0.0007464219314253753,0.00039460361739695874,0.0002762225321778711,0.00013811126608893556,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,15m,recent_24h,1779663640,1779750040,1779750040,yes,0.35326752004834694,0.9991914359965629,0.000706535040096694,0.0005299012800725205,0.0002826140160386776,4.759258434902486e-06,3.33148090443174e-06,1.66574045221587e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,30m,recent_24h,1779663640,1779750040,1779750040,yes,0.49959571799828145,0.9991914359965629,0.000999191435996563,0.0007493935769974223,0.00039967657439862525,9.518516869804972e-06,6.66296180886348e-06,3.33148090443174e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,1h,recent_24h,1779663640,1779750040,1779750040,yes,0.7065350400966939,0.9991914359965629,0.001413070080193388,0.001059802560145041,0.0005652280320773552,1.9037033739609943e-05,1.332592361772696e-05,6.66296180886348e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,2h,recent_24h,1779663640,1779750040,1779750040,yes,0.9991914359965629,0.9991914359965629,0.001998382871993126,0.0014987871539948446,0.0007993531487972505,3.8074067479219886e-05,2.665184723545392e-05,1.332592361772696e-05,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,15m,recent_48h,1779577240,1779750040,1779750040,yes,0.35326752004834694,0.9991914359965629,0.000706535040096694,0.0005299012800725205,0.0002826140160386776,4.759258434902486e-06,3.33148090443174e-06,1.66574045221587e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,30m,recent_48h,1779577240,1779750040,1779750040,yes,0.49959571799828145,0.9991914359965629,0.000999191435996563,0.0007493935769974223,0.00039967657439862525,9.518516869804972e-06,6.66296180886348e-06,3.33148090443174e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,1h,recent_48h,1779577240,1779750040,1779750040,yes,0.7065350400966939,0.9991914359965629,0.001413070080193388,0.001059802560145041,0.0005652280320773552,1.9037033739609943e-05,1.332592361772696e-05,6.66296180886348e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,2h,recent_48h,1779577240,1779750040,1779750040,yes,0.9991914359965629,0.9991914359965629,0.001998382871993126,0.0014987871539948446,0.0007993531487972505,3.8074067479219886e-05,2.665184723545392e-05,1.332592361772696e-05,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,15m,recent_72h,1779490840,1779750040,1779750040,yes,0.35326752004834694,0.9991914359965629,0.000706535040096694,0.0005299012800725205,0.0002826140160386776,4.759258434902486e-06,3.33148090443174e-06,1.66574045221587e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,30m,recent_72h,1779490840,1779750040,1779750040,yes,0.49959571799828145,0.9991914359965629,0.000999191435996563,0.0007493935769974223,0.00039967657439862525,9.518516869804972e-06,6.66296180886348e-06,3.33148090443174e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,1h,recent_72h,1779490840,1779750040,1779750040,yes,0.7065350400966939,0.9991914359965629,0.001413070080193388,0.001059802560145041,0.0005652280320773552,1.9037033739609943e-05,1.332592361772696e-05,6.66296180886348e-06,high,entry_safe_regime_features,
20260601_105452,0x9a993fc0eec60faaa0c391ff11b840ce16685150,USAD/USDT,concentrated_liquidity,2h,recent_72h,1779490840,1779750040,1779750040,yes,0.9991914359965629,0.9991914359965629,0.001998382871993126,0.0014987871539948446,0.0007993531487972505,3.8074067479219886e-05,2.665184723545392e-05,1.332592361772696e-05,high,entry_safe_regime_features,
