run_id,pool_id,token_pair,fee_source_v1,fee_source_v2,confidence_v1,confidence_v2,window_label,fee_velocity_rate_15m,fee_velocity_rate_30m,fee_velocity_rate_1h,fee_velocity_rate_2h,fee_apr_proxy,entry_safe,invalid_reason,confidence_reason
20260601_103248,0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,0x9126236476EFBA9AD8AB77855C60EB5BF37586EB/USDC,,pool_score_history_fee_apr_score,,medium,recent_72h,9.988584474885845e-06,1.997716894977169e-05,3.995433789954338e-05,7.990867579908676e-05,0.35,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0x3c4384f3664b37a3cb5a5cb3452b4b4a3aa1256f,0x9126236476EFBA9AD8AB77855C60EB5BF37586EB/USDC,,pool_score_history_fee_apr_score,,medium,recent_7d,9.988584474885845e-06,1.997716894977169e-05,3.995433789954338e-05,7.990867579908676e-05,0.35,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,,pool_score_history_fee_apr_score,,medium,recent_24h,3.452483859126713e-06,6.904967718253426e-06,1.3809935436506853e-05,2.7619870873013705e-05,0.12097503442380003,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,,pool_score_history_fee_apr_score,,medium,recent_48h,3.452483859126713e-06,6.904967718253426e-06,1.3809935436506853e-05,2.7619870873013705e-05,0.12097503442380003,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,,pool_score_history_fee_apr_score,,medium,recent_72h,3.452483859126713e-06,6.904967718253426e-06,1.3809935436506853e-05,2.7619870873013705e-05,0.12097503442380003,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xc9034c3e7f58003e6ae0c8438e7c8f4598d5acaa,0x4ED4E862860BED51A9570B96D89AF5E1B0EFEFED/0x4200000000000000000000000000000000000006,,pool_score_history_fee_apr_score,,medium,recent_7d,3.452483859126713e-06,6.904967718253426e-06,1.3809935436506853e-05,2.7619870873013705e-05,0.12097503442380003,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,PLAY/USDC,,pool_score_history_fee_apr_score,,medium,recent_24h,9.988584474885845e-06,1.997716894977169e-05,3.995433789954338e-05,7.990867579908676e-05,0.35,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,PLAY/USDC,,pool_score_history_fee_apr_score,,medium,recent_48h,9.988584474885845e-06,1.997716894977169e-05,3.995433789954338e-05,7.990867579908676e-05,0.35,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,PLAY/USDC,,pool_score_history_fee_apr_score,,medium,recent_72h,9.988584474885845e-06,1.997716894977169e-05,3.995433789954338e-05,7.990867579908676e-05,0.35,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,PLAY/USDC,,pool_score_history_fee_apr_score,,medium,recent_7d,9.988584474885845e-06,1.997716894977169e-05,3.995433789954338e-05,7.990867579908676e-05,0.35,no,,score_history_fee_aprscore_before_cutoff
20260601_103248,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,,pool_score_history_fee_apr_score,,medium,recent_24h,6.834104854495989e-06,1.3668209708991978e-05,2.7336419417983956e-05,5.467283883596791e-05,0.23946703410153944,no,,score_history_fee_aprscore_before_cutoff
