pool_address,token_x_mint,token_y_mint,token_x_decimals,token_y_decimals,bin_step,active_bin_id,active_price,reserve_x_raw,reserve_y_raw,base_fee_bps,max_fee_bps,protocol_fee_bps,volatility_accumulator,data_len,owner_program,sdk_decode_success,confidence,invalid_reason
5BKxfWMbmYBAEWvyPZS9esPducUba9GqyMjtLCfbaqyF,So11111111111111111111111111111111111111112,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,9,6,2,-12248,0.086349257542837731428,49468352994,1064410439,0.02,10,,,,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,true,0.9,
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,6,100,-236,0.095533521620978319249,101593140348172,2200122802740,1.5,10,,,,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,true,0.9,
