baseline_reproduction_max_abs_error,calculable_netcover_count,fail_closed_unavailable_count,lvr_coefficient,netcover_max,netcover_median,netcover_min,netcover_p25,netcover_p75,netcover_p90,netcover_pass_count,terminal_accept_count,universe_count
,65,27,0.0,0.9381935943807749,0.0947686808032661,1.2148502309380335e-05,0.028109015159012735,0.2990142990601795,0.5259895326157104,0,0,92
,65,27,0.25,0.8923965547811044,0.08222311240646434,1.2133228829900809e-05,0.025041809277855903,0.29077094061041464,0.5229362380340253,0,0,92
8.326672684688674e-17,65,27,0.5,0.8508625005466695,0.08002631672108378,1.2117993706796715e-05,0.024527381495565506,0.2843695510861462,0.5199361487097786,0,0,92
,65,27,0.75,0.8149297492692399,0.07498618832966808,1.2102796795762376e-05,0.024485035808550125,0.27824394624090787,0.5169878330552025,0,0,92
,65,27,1.0,0.8089504150204887,0.07134803815626829,1.2087637953215092e-05,0.024050575735676528,0.2737857454033523,0.5148247600097228,0,0,92
