pool,block,tx,amount0_raw,amount0_human,amount1_raw,amount1_human,sqrtPriceX96,liquidity,tick,fee_zto,fee_otz,abi
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223656,0x916d5918a47f9c135575db0aefa9ba4f069ee2f13ef2380d3315670fc83a686c,645468750000000000,0.645469,-1078411605,-1078.4116,3238499458725591342543724,1660528811659365946,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223656,0xfc1759fc9d46ba874b62a0d45c3786f2c12fd1cdf38c55c965a03629a51f7642,374531250000000000,0.374531,-625729295,-625.7293,3238469603548174224398775,1660528811659365946,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223659,0xc9389ae26ddc2715a9186bb26a7d860e1214155b9fa4feeaec8b2f20fcbc419e,-1008424966834418505,-1.008425,1684980817,1684.9808,3238505621951960412041790,3706158798904982471,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223660,0x96af489d180190847bffb1437240a06cd79da57cd8591bebc37a18738218539e,-3675207195599383,-0.003675,6143235,6.1432,3238505915041405185112816,1659936276417398687,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223661,0x3214ca04ac2dad9c834b2686ca763fac86b9318967b7c017e425c9a09aebcce4,-672670547043768510,-0.672671,1123988627,1123.9886,3238529955889306883284417,3703954653386868611,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223669,0x98ff449f36c45c2c6d4a0fd1854e27f2730e8f59b331268cacffdf7a060ba538,-1101867683545215898,-1.101868,1841183898,1841.1839,3238567195535660816003163,3916924001089963558,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223684,0x30aaf7aad8d527d1f30a3b4e0c4882e6d58aa2886a73867d7ed40a64df279d4f,-1795313420261874657,-1.795313,3000000000,3000.0000,3238628802872647815311119,3857823403788656199,115792089237316195423570985008687907853269984665640564039457584007913112660611,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223699,0x0c1e009582b5f7f7dc17d405aee42daa89312911775ab1dad0ab46199cc8e13e,-1148472219066955171,-1.148472,1919177090,1919.1771,3238668455647045956963211,3834378640228433660,115792089237316195423570985008687907853269984665640564039457584007913112660611,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223700,0xe7cd4f9fb6dfce9bc668ec55a9c4fb0e86d42ca8f1f3bdbbb1d1e8f2fbc49fa3,-2296987002566708285,-2.296987,3838561144,3838.5611,3238743413232568902155446,4057012998233009768,115792089237316195423570985008687907853269984665640564039457584007913112660611,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223701,0x57a89ba11352f3bd99d0a9bae271ad8f52ae520e84dcecb33800b54769b8e53e,-1208475421413761203,-1.208475,2019590926,2019.5909,3238785266594893678828907,3822844059793098494,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223702,0x08881227e2a8f7af61339a188b2360df6024456c8e419ac622fb735169b65695,-538135027459179623,-0.538135,899342565,899.3426,3238805298404886532407607,3556792106672150001,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223705,0xada5b6bef670d0951da34b1087b85d1123c21724a1076b88240fb82108e8f8ed,875625000000000000,0.875625,-1463182184,-1463.1822,3238773944479697861777493,3697311746160030474,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223705,0x769d8dc0cedfaa98d2c62aae46859f16fb8da27d8f101ba27f20cb8ad2b0b454,428437500000000000,0.428438,-715915008,-715.9150,3238758603433414362898555,3697311746160030474,115792089237316195423570985008687907853269984665640564039457584007913112660611,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223709,0x0644f5d230510f9650cb73a27884c6175ab63f714dae3588264c2cf22ac69380,-4346072061683789679,-4.346072,7263428577,7263.4286,3238912955701213463426341,3728053884829726805,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223710,0xd0202554020edfbd42fbe6267d36e6dbad50adce705f70f78c430ffeb286c89c,-1351391026467816131,-1.351391,2258712339,2258.7123,3239020717358600614438859,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223711,0xc4a67131aa80fd0f8be8d16d6bde51e46a9391b37414372d0034400206f011af,311319516513869,0.000311,-520293,-0.5203,3239020692534246019478239,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223713,0xc7ce81a0a264ab574bd2ec89bb4090452819bb0a7ec087ca63a6ba03e3cc72b7,166817979797159857,0.166818,-278793916,-278.7939,3239007390664542366932457,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223719,0xab2c1d52f3d63a981d2b85cf99f589cffe8e6292940293ba51b5cd655dd73fd0,8588559897460813,0.008589,-14353536,-14.3535,3239006705825824681904088,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223721,0x543e9afcb2ec2ec28850612de36a5d1656cf4f5a15dfd2de9373b518f472bf79,2065888393568675584,2.065888,-3452416925,-3452.4169,3238841983436361649542020,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223726,0xa1e405174c63d4aba5ec967ae267c6863ea26b45f9002d1e7b3f3c73f2a71e10,-2058224555512876746,-2.058225,3439935919,3439.9359,3238925404438788056728725,3266844579271809534,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223727,0x7bb4a4554317adf75ac972d0be4a59df2945ae8669c410cb036b1ff51f520310,-2705362777034637232,-2.705363,4521923591,4521.9236,3239141142393694250156827,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660614,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223729,0x2bdbddc1024090a85a83810825b7cb531b19d439a395923e23d67a3385ab313e,1046250000000000000,1.046250,-1748633537,-1748.6335,3239057711249451508595635,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223734,0x679e3bce9a8e61992571696918bc330d6f69cd6a0f794a545113998898c0eaf0,1755196484340457,0.001755,-2933444,-2.9334,3239057571288378246462079,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223735,0xb334fa85b036c120029bcee47a7258bffea27e219f8910533a8ace1a7e8c6290,6077354951692324,0.006077,-10157027,-10.1570,3239057086674282214478738,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223735,0x20ddf61db206c08718dec9d97d89c41db38368674d970ff863c9fb3f27da0dc7,4311695114633216,0.004312,-7206094,-7.2061,3239056742855678145334343,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223736,0x8616f564c1a714f6be0706144c45894058f96978d36a6365adee1c52786fa029,568345397144804800,0.568345,-949856845,-949.8568,3239011423100671899351967,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223737,0x31838e277f1e109c61447aaf4671ffa39be49de322658dbb5c6a29dc41b7c6ba,-5980348623398768,-0.005980,10000000,10.0000,3239011899994557251799303,1660543233722888169,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223739,0xe3f86d442bd2bc4350b9199224a62171f117cd708dc51ff05f24ccfd79cb4806,632812500000000000,0.632812,-1057576845,-1057.5768,3238989699417630163149778,3774220392903037014,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223739,0x0d18540408b5f8368ba88502436006663e159fdaa8394b05abec3401871e5c94,8194575540579903,0.008195,-13689219,-13.6892,3238989046277077451564654,1660548763987640245,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223740,0xfcafc773c235f8bfb48e482b60d7286f7bb6aae204cabe1e2d55f0c7b5e691ca,1554375000000000000,1.554375,-2597659319,-2597.6593,3238934288343988979850462,3758501518889008685,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223740,0xd5f1a4569140a4544d7fe48f08997634beedee161e9bc269bea7fc51971539d0,10892235545673995,0.010892,-18195096,-18.1951,3238933420218870363696364,1660548763987640245,115792089237316195423570985008687907853269984665640564039457584007913112660613,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223741,0xf67eed64a17e0a662ef1135ba6fa71fc21d9d4b345a6716a77546058c75b18ba,3146563820552356352,3.146564,-5258241196,-5258.2412,3238822620928959323113554,3759959007217244727,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223744,0xf940142fa994f861a57ec867681a545fb4209ba313f06a268a2073b8f13c336b,-518909727864764014,-0.518910,867233706,867.2337,3238845868837648290649865,2955328639602919015,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223747,0x046ea67fffc31f824a2490fce333348767c04bca0d01d40732beb8bcc01f4aff,-1032349145210163,-0.001032,1725338,1.7253,3238845951152046621461237,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223747,0x605375d92a4e827da7a2848803be1642f6063ea92fbaa1c3007bc4e4c354bfa0,-10762579317338830,-0.010763,17987217,17.9872,3238846809306966736961316,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223749,0x443a1201ee87d8fbd132ac0f1e721f22a44093548391730413e89d6649f97a65,-13834587758625968,-0.013835,23121398,23.1214,3238847912409335779272234,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223751,0xa4db3c30077646ec33e94f500c11c550601a3b2abb838d72d52b57b3eb532635,-10730278838579455,-0.010730,17933255,17.9333,3238848767989810744065846,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223753,0x8f38ff7a84d6777de7a6478e4b6cb67e39cf2c7bd8378e8a393ab84f808788ff,250312500000000000,0.250312,-418288549,-418.2885,3238828810598384316993751,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223754,0xb4cfdba0fdea9877c22f8a9e94368e0a93236c2b05f8303e85d975c306a51b3d,-288732070926591846,-0.288732,482548524,482.5485,3238851832581587584619733,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660612,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223759,0x443717d003c16d6ce7aa653a6e7724364b44cfbe940c3efbc5139933486a565a,1830000000000000000,1.830000,-3057936490,-3057.9365,3238705932255985528016891,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660611,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223760,0x4f1ed5b8291bd726e0ed9a67ccf077eb04568906221e8c1b4c18472dba9e3a7c,1867500000000000000,1.867500,-3120315109,-3120.3151,3238557055720511396225102,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660610,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223761,0xfa605a86cb5c544707c52c7bfa53a3f9bc1f53e5fe6e889914eb29426d3dc444,2529375000000000000,2.529375,-4225752557,-4225.7526,3238355436531890146326322,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660609,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223762,0x4592448c488a2d40146f0dc9e32335c16b6b9f7bb071b2bf819a3e117916fc6a,-2813078865716446,-0.002813,4700000,4.7000,3238355660764927226794340,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660609,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223766,0x5d128e50a04f9c092f96f6bd676f33984b2876fbbd17964b45b4ed90f0e5d676,477282721271546619,0.477283,-797323333,-797.3233,3238317618858478007639166,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660609,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223768,0xe74b75ec7b76651dd505d7393d7fec8b9032aed7f0a59b7f2f7917f71b385f66,-21858942592993000,-0.021859,36520370,36.5204,3238319361214500557317979,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660609,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223768,0x0dce8304ea0b8aeba7cd21d458efae1bfb263d148d2d29ab048b714282504191,1311562500000000000,1.311562,-2190933008,-2190.9330,3238214827375992074600201,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660608,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223769,0x8f8562a4ad3b51189027fa264be226930d543caa9f1f906823aa683c1a86d3cd,1445625000000000000,1.445625,-2414717260,-2414.7173,3238099616338880699999129,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660607,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223770,0xa2353cb7704d56760b921a350379ab06a1f164c3cd45fd2b5d8239810ec79a8c,2040000000000000000,2.040000,-3407246451,-3407.2465,3237937049729608005549221,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660606,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223771,0x6de269f3c112140d273ae39ca9d9e95130b265a77ead009296b1f030d1b7a7dc,3048749916113817050,3.048750,-5091441921,-5091.4419,3237694126753151834706963,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223776,0xbd10f4ba0e81f38a7c78c34e395b5898c14068b33bc85ee7044ed68378439c52,1539375000000000000,1.539375,-2570533478,-2570.5335,3237637664434214367176821,3606983347065151060,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223780,0xd9294fa3e8f82f37b788f69f16b293cbb00edda60dbcf16a6136ab4db754245e,1364744790831844025,1.364745,-2278851325,-2278.8513,3237587608976291048456192,3606983347050214309,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223784,0xa845c87905ab01892d5f826c4d8ce9070faef53595ea718f6420785018456370,-2992726486786030711,-2.992726,4998009600,4998.0096,3237737522645563262743786,2641249191873654890,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223785,0x286465a785685953652615a4f84474de476acd409f3e289f5544793f2023a3a7,-5303763270656234163,-5.303763,8858698873,8858.6989,3238003236364790092973707,2641249855316891316,115792089237316195423570985008687907853269984665640564039457584007913112660607,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223787,0xa5188f5edab3f5b7fae18ea9648a4749362bc7c73e1d65ffbb0b51c7019639e3,-969405547320734588,-0.969406,1619322921,1619.3229,3238051807432356170728189,2641248960922333960,115792089237316195423570985008687907853269984665640564039457584007913112660607,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223789,0x4d45715d593c1e449dc141c5809dba9c97652e9a9f9ede8871d1188a6b7ff766,4717499970528533402,4.717500,-7878845185,-7878.8452,3237815469797306220847848,2641248511308742778,115792089237316195423570985008687907853269984665640564039457584007913112660606,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223790,0xedf49990986787f8af395ef91fba17779ac4589b97c99b6d6ddd710454e4e0f2,2349375000000000000,2.349375,-3923336140,-3923.3361,3237697783577176762884321,2641249867294902535,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223790,0x59b80b77ad9430d417423f7a368543ea372612a0f96e268a9d1ae30a92337768,-33443963927939214,-0.033444,55880694,55.8807,3237700448344854296956468,1660549338862998362,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223791,0xf1529045ca36e94c1bc049271a538c8b8c182fc12dd3918adf554e25c7816172,942187500000000000,0.942187,-1573327423,-1573.3274,3237653253789871952535683,2641233523768587053,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223792,0xc9e459ee8f3b2ac751b44b68a5e8eb4c44ffa92240dda7c9087aa6b6ce469bca,870722298381136128,0.870722,-1453949290,-1453.9493,3237609640733210024261250,2641267077353049159,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223793,0x86aa6798d4d997ce5f3a0a09fccc811bea7440ae21aa5f55de0a50695d34e5f9,1537624357814844160,1.537624,-2567459860,-2567.4599,3237532626510008541773500,2641267010119016864,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223794,0xa31103664194b8bc3af706678a32de71a00031fe13a8de7d0f3498850c605fa2,337362231074560192,0.337362,-563296788,-563.2968,3237515727927078694825270,2640988871731980994,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223798,0xb200977e9e419dc39a45d641bfa62025aae0749d16da9df951128e1391660ea6,651019260573348992,0.651019,-1086996162,-1086.9962,3237483118689875175487134,2640991204442011602,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223798,0x2e602607e658a41646bb2ac8e1905f1037a52d0f21abe4749fdd2fd7ed8e8724,-11976998609560911,-0.011977,20000000,20.0000,3237483718641959008737134,2640991204442011602,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223799,0x480e593af699a9035dd026a0ceae9278f5f83214b3c4adbe40d0ea12b592c99c,1808430031068572416,1.808430,-3019392134,-3019.3921,3237393138677004879884660,2640991204438902739,115792089237316195423570985008687907853269984665640564039457584007913112660603,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223819,0xc51364cef9db3d33f36c93fdc07ed4dfef9b5a6e24f51f867857e89b2fa80cdd,-492274734974805546,-0.492275,821993966,821.9940,3237417793776696208369841,2641285770745490825,115792089237316195423570985008687907853269984665640564039457584007913112660603,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223821,0x6f24d3bbb3a1d9e76d34da1d22740d07a0e03e6c796c438a669a306bfda72c17,-2697846344740344699,-2.697846,4505051160,4505.0512,3237552919447249281315345,2641285762279595864,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223828,0x568746bec865d5e3a19d4bf97412663c56b77a1dedd7ff868bb61e2f8b198748,-5076335658223452856,-5.076336,8477837405,8477.8374,3237807205940195867238118,2641285311073429966,115792089237316195423570985008687907853269984665640564039457584007913112660606,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223828,0x388385099c8a62c1e9b5aff0926b593373e84ab1ae4611a31659efe5d039c271,7000000000000000,0.007000,-11684814,-11.6848,3237806648434181296977311,1660549611643336773,115792089237316195423570985008687907853269984665640564039457584007913112660606,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223829,0x86ed667f142984d55c50cc416bda948d3a6306d42fa22c9937d466b1826c1132,-1993234177063585890,-1.993234,3329204190,3329.2042,3237906516098626714665101,2641004032786760146,115792089237316195423570985008687907853269984665640564039457584007913112660606,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223830,0x24624f5349434fd5658544dfa4d8fa330051e9698b72c1232cd2583c1704ec08,-1094100511073887338,-1.094101,1827511320,1827.5113,3237961331760149468100333,2641246541378916949,115792089237316195423570985008687907853269984665640564039457584007913112660607,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223833,0x11546ab08f6a7d62661d3c54ad3e6599962b0c279ac5b0b14739b7bc330e5cb9,-3274016415653952206,-3.274016,5469064704,5469.0647,3238125374752708013402446,2641246310894665868,115792089237316195423570985008687907853269984665640564039457584007913112660608,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223834,0x40908b1451dc5bc6beae64321e406430defcbcbad20078c9dda64648d785071b,-1200044337062670910,-1.200044,2004746978,2004.7470,3238185507111835785228205,2641221660303773724,115792089237316195423570985008687907853269984665640564039457584007913112660608,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223835,0x441b43a32713ba03e57b9f0171e45fc713e3a4128d5854abab08791a07a8ad2c,-443447280900223254,-0.443447,740827469,740.8275,3238220851359912213889670,1660549611643336773,115792089237316195423570985008687907853269984665640564039457584007913112660608,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223842,0x3880423194a6189eb4dd5833a6d3b638d149133dd329816514badc33210621ea,6954638659931448320,6.954639,-11615971571,-11615.9716,3237872409385534588217407,2641220493291003433,115792089237316195423570985008687907853269984665640564039457584007913112660606,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223843,0xbe149d0ebd5694f6bb8bfd604d1c92d4b83148a1997840bea1272bdc0cb17589,3012705102030129152,3.012705,-5031188717,-5031.1887,3237721429258566843401760,2640160962436657487,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223848,0x3a58fc878ee417bc5d2f382016138f8378cfaf335cd642e6711c10a9f6d0694d,-755650215960559880,-0.755650,1262044701,1262.0447,3237781640337221697318975,1660549611643336773,115792089237316195423570985008687907853269984665640564039457584007913112660605,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223852,0x37f4c35a9283753aef9a737f80ec62022be084344524c8f30e5724330c254c5f,5673865203963640832,5.673865,-9474379530,-9474.3795,3237497441853412868199281,2641244496135261251,115792089237316195423570985008687907853269984665640564039457584007913112660604,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223854,0x4c39834cd9a5c96047a90baeb380c27118fd617a38fa4e69cbde70f92925d31b,4072499897340978576,4.072500,-6799349249,-6799.3492,3237293380922994989272294,2639897535446180835,115792089237316195423570985008687907853269984665640564039457584007913112660602,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223855,0xaa94eb2401a3d9e532ecaa51b34691ad23d2cf955ea10e330aa793238c7b8b07,305156250000000000,0.305156,-509447119,-509.4471,3237278090626223018168166,2639749885056782518,115792089237316195423570985008687907853269984665640564039457584007913112660602,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223856,0x68acb15c39aae6db008f375139151782e078545ed969a67c8bae9caac94b8d4c,2675624907131349581,2.675625,-4466542081,-4466.5421,3237064982918155169058050,1660549611643336773,115792089237316195423570985008687907853269984665640564039457584007913112660601,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223858,0x303430245601bad15e630d810885e0e91ef067d7dad4aec8c57510adb44b583b,1216875000000000000,1.216875,-2031212704,-2031.2127,3237004054890348947474664,2641300826894717365,115792089237316195423570985008687907853269984665640564039457584007913112660601,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223863,0x582681033db7320c0c5f6259d7cebc795eafdf79711e8e7c7b1d93c57dd05a4e,1468125000000000000,1.468125,-2450498455,-2450.4985,3236930550000993056266517,2641300348436743746,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223863,0x2cd38c340c5e088a2b1f92b37038003a9ae8c0f028667575c141573a82fad4a0,27952342984159644,0.027952,-46628353,-46.6284,3236928325268427996450098,1660549611643336773,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223864,0x1e380f61bd96c5b288c1c81d26dc4ce502d9c97d22ce5d55ac6d0095065aad9e,533437500000000000,0.533438,-890350278,-890.3503,3236901611359116338206972,2640602530457479346,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223864,0x2362a67369987df425a60769a8b403c2d487a6789d16c2119e3fa8d3d3ba39b8,-193823135890864715,-0.193823,323730000,323.7300,3236917047376015081135602,1660549611643336773,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223865,0x4fa865f2be409e39bbe9549d82bb7ca26823d802e8c3f990fa8e16d6216181ba,-451414485544330501,-0.451414,753543893,753.5439,3236939649249674701606598,2641299423772024982,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223865,0xebd4e2df833530e76feaf21c44ba646166c47433d8e0ee3a959481c3b8c76cc9,-259456430856943702,-0.259456,433114056,433.1141,3236952640117580438340014,2641299423772024982,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,47223865,0x3caaaa33ef56b9e2dbb670781891a82df914b582040b1ccad86d79e39e20ecbb,-110289802365214953,-0.110290,184109281,184.1093,3236958162310433951030733,2641299423772024982,115792089237316195423570985008687907853269984665640564039457584007913112660600,,,v3_standard
