run_id,pool_id,token_pair,virtual_notional_usd,horizon,old_total_cost_usd,new_total_cost_usd,old_net_ev_proxy_usd,new_net_ev_proxy_usd,delta_ev,confidence,status,primary_blocker,created_at
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,15m,0.11362394932060302,0.010519764548692813,,-0.010459606110926384,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,30m,0.11362394932060302,0.010519764548692813,,-0.010399447673159957,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,1h,0.11362394932060302,0.010519764548692813,,-0.0102791307976271,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,20.0,2h,0.11362394932060302,0.010519764548692813,,-0.010038497046561389,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,15m,0.5000737237912861,0.01051976454869241,,-0.01021897235986027,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,30m,0.5000737237912861,0.01051976454869241,,-0.009918180171028131,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,1h,0.5000737237912861,0.01051976454869241,,-0.009316595793363852,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,100.0,2h,0.5000737237912861,0.01051976454869241,,-0.008113427038035295,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,15m,11.848354364925218,0.010519764548692379,,-0.009015803604531681,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,30m,11.848354364925218,0.010519764548692379,,-0.007511842660370985,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,1h,11.848354364925218,0.010519764548692379,,-0.004503920772049591,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,500.0,2h,11.848354364925218,0.010519764548692379,,0.0015119230045931974,,low,POSITIVE_PROXY,,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,15m,50.46629774719709,0.01051976454869333,,-0.007511842660371935,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,30m,50.46629774719709,0.01051976454869333,,-0.004503920772050541,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,1h,50.46629774719709,0.01051976454869333,,0.0015119230045922468,,low,POSITIVE_PROXY,,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,1000.0,2h,50.46629774719709,0.01051976454869333,,0.013543610557877823,,low,POSITIVE_PROXY,,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,15m,216.02504532658935,0.010519764548693251,,-0.004503920772050463,,low,NEGATIVE_PROXY,il_lvr_too_high,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,30m,216.02504532658935,0.010519764548693251,,0.0015119230045923249,,low,POSITIVE_PROXY,,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,1h,216.02504532658935,0.010519764548693251,,0.013543610557877901,,low,POSITIVE_PROXY,,1780323356
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,2000.0,2h,216.02504532658935,0.010519764548693251,,0.037606985664449054,,low,POSITIVE_PROXY,,1780323356
