run_id,pool_id,token_pair,chain,cost_scenario,virtual_notional_usd,quote_method,gas_price_wei,eth_usd,quote_gas_estimate,swap_gas_units,mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,entry_swap_cost_usd,exit_swap_cost_usd,lp_add_fixed_cost_usd,lp_remove_fixed_cost_usd,collect_fixed_cost_usd,total_fixed_cost_usd,proportional_slippage_cost_usd,total_cost_usd,confidence,future_probe_only_fields,invalid_reason,read_only_safe,wallet_or_tx_touched,created_at
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,realistic_mid,500.0,pool_math_fallback,6000000.0,1981.1232671735268,0,0,220000,280000,190000,95000,0.0,0.0,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,9.522443695821953e-16,0.010519764548692379,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,conservative_high,500.0,pool_math_fallback,7200000.0,1981.1232671735268,0,0,280000,340000,240000,130000,0.0,0.0,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,1.1903054619777441e-15,0.015761816713633768,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,diagnostic_low,1000.0,pool_math_fallback,5100000.0,1981.1232671735268,0,0,180000,220000,150000,70000,0.0,0.0,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,1.5230265518372285e-15,0.007224165993749787,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,realistic_mid,1000.0,pool_math_fallback,6000000.0,1981.1232671735268,0,0,220000,280000,190000,95000,0.0,0.0,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,1.9037831897965356e-15,0.01051976454869333,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,conservative_high,1000.0,pool_math_fallback,7200000.0,1981.1232671735268,0,0,280000,340000,240000,130000,0.0,0.0,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,2.3797289872456696e-15,0.015761816713634958,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,diagnostic_low,2000.0,pool_math_fallback,5100000.0,1981.1232671735268,0,0,180000,220000,150000,70000,0.0,0.0,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,1.4605425642306384e-15,0.007224165993749724,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,realistic_mid,2000.0,pool_math_fallback,6000000.0,1981.1232671735268,0,0,220000,280000,190000,95000,0.0,0.0,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,1.825678205288298e-15,0.010519764548693251,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0x9c087eb773291e50cf6c6a90ef0f4500e349b903,VIRTUAL/WETH,base,conservative_high,2000.0,pool_math_fallback,7200000.0,1981.1232671735268,0,0,280000,340000,240000,130000,0.0,0.0,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,2.2820977566103725e-15,0.01576181671363486,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,diagnostic_low,20.0,quoter_v2_staticcall,5100000.0,1981.1232671735268,347128,347128,180000,220000,150000,70000,0.0035072871231858005,0.0035072871231858005,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,13.248408000000001,13.262646740240122,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,realistic_mid,20.0,quoter_v2_staticcall,6000000.0,1981.1232671735268,347128,347128,220000,280000,190000,95000,0.004126220144924472,0.004126220144924472,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,16.56051,16.57928220483854,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,conservative_high,20.0,quoter_v2_staticcall,7200000.0,1981.1232671735268,347128,347128,280000,340000,240000,130000,0.004951464173909366,0.004951464173909366,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,20.7006375,20.72630224506145,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,diagnostic_low,100.0,quoter_v2_staticcall,5100000.0,1981.1232671735268,476710,476710,180000,220000,150000,70000,0.004816548490740888,0.004816548490740888,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,76.91752960000001,76.93438686297524,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,realistic_mid,100.0,quoter_v2_staticcall,6000000.0,1981.1232671735268,476710,476710,220000,280000,190000,95000,0.005666527636165751,0.005666527636165751,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,96.146912,96.16876481982102,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,conservative_high,100.0,quoter_v2_staticcall,7200000.0,1981.1232671735268,476710,476710,280000,340000,240000,130000,0.006799833163398902,0.006799833163398902,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,120.18364,120.21300148304043,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,diagnostic_low,500.0,quoter_v2_staticcall,5100000.0,1981.1232671735268,622923,622923,180000,220000,150000,70000,0.006293844969683426,0.006293844969683426,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,396.8418184000001,396.8616302559332,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,realistic_mid,500.0,quoter_v2_staticcall,6000000.0,1981.1232671735268,622923,622923,220000,280000,190000,95000,0.0074045234937452084,0.0074045234937452084,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,496.05227300000007,496.0776018115362,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,conservative_high,500.0,quoter_v2_staticcall,7200000.0,1981.1232671735268,622923,622923,280000,340000,240000,130000,0.00888542819249425,0.00888542819249425,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,620.0653412500001,620.0988739230987,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,diagnostic_low,1000.0,quoter_v2_staticcall,5100000.0,1981.1232671735268,1423035,1423035,180000,220000,150000,70000,0.014377959517361623,0.014377959517361623,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,796.8320992,796.8680792850284,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,realistic_mid,1000.0,quoter_v2_staticcall,6000000.0,1981.1232671735268,1423035,1423035,220000,280000,190000,95000,0.016915246491013676,0.016915246491013676,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,996.040124,996.0844742575307,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,conservative_high,1000.0,quoter_v2_staticcall,7200000.0,1981.1232671735268,1423035,1423035,280000,340000,240000,130000,0.020298295789216412,0.020298295789216412,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,1245.050155,1245.106513408292,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,diagnostic_low,2000.0,quoter_v2_staticcall,5100000.0,1981.1232671735268,1659311,1659311,180000,220000,150000,70000,0.016765228110842554,0.016765228110842554,0.004496159254850318,0.002020745732516997,0.000707261006380949,0.007224165993748264,1596.8272184,1596.8679730222154,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,realistic_mid,2000.0,quoter_v2_staticcall,6000000.0,1981.1232671735268,1659311,1659311,220000,280000,190000,95000,0.01972379777746183,0.01972379777746183,0.006537706781672638,0.0028528175047298782,0.00112924026228891,0.010519764548691427,1996.034023,1996.0839903601036,medium,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
20260601_141103,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,conservative_high,2000.0,quoter_v2_staticcall,7200000.0,1981.1232671735268,1659311,1659311,280000,340000,240000,130000,0.0236685573329542,0.0236685573329542,0.009770899953699834,0.0041365853818583235,0.001854331378074421,0.015761816713632578,2495.0425287499997,2495.1056276813792,low,"mint_gas_units,increase_liquidity_gas_units,decrease_liquidity_gas_units,collect_gas_units,approval_cost",,True,False,1780323337
