run_id,horizon,row_count,completed_count,min_created_at,max_created_at,duplicate_position_horizon_count
20260530_140551,12h,68,40,2026-05-30 14:06:54.987561+00:00,2026-05-30 14:06:54.987561+00:00,0
20260530_140551,24h,68,8,2026-05-30 14:06:54.987561+00:00,2026-05-30 14:06:54.987561+00:00,0
20260530_140551,6h,68,42,2026-05-30 14:06:54.987561+00:00,2026-05-30 14:06:54.987561+00:00,0
20260530_134500,12h,68,40,2026-05-30 13:55:25.215534+00:00,2026-05-30 13:55:25.215534+00:00,0
20260530_134500,24h,68,8,2026-05-30 13:55:25.215534+00:00,2026-05-30 13:55:25.215534+00:00,0
20260530_134500,6h,68,42,2026-05-30 13:55:25.215534+00:00,2026-05-30 13:55:25.215534+00:00,0
