variant_name,window,horizon,capacity_usd,baseline_sample_count,baseline_median,baseline_p10,baseline_p5,baseline_p1,retained_sample_count,retained_median,retained_p10,retained_p5,retained_p1,opportunity_retention_rate,false_filter_rate,missed_profit_rate,loss_avoidance_rate,tail_improvement_p10,tail_improvement_p5,tail_improvement_p1,fee_minus_exit_cost_median,fee_minus_exit_cost_p10,worst_pool_contribution,verdict
fee_depth_balanced_score,recent_7d,15m,10,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,874,0.00824614169034064,-0.00752142999027598,-0.293587375296731,-2.74713819305074,0.487146529562982,0.512853470437018,0.5070672395832765,0.649546827794562,0.00680138024273332,0.12458842141543597,-0.02101155561028989,-0.0798901957109897,-0.098245369151373,0.5878751442292193,WEAK
fee_depth_tail_guard,recent_7d,15m,10,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,698,0.00211305861060177,-0.0234466825384919,-0.418175796712167,-1.56492160238037,0.34897172236503854,0.6510282776349614,0.7142203741909234,0.5317220543806647,-0.009123872305482601,0.0,1.16120503506008,-0.0518876765712286,-0.0666464518374691,0.499624895939577,WEAK
small_cap_10usd_lenient,recent_7d,15m,10,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,227,3.80570148217449e-05,-0.000904889911043606,-0.00740425862316619,-0.0138401494824682,0.11053984575835475,0.8894601542416453,0.9989739441754515,0.8338368580060422,0.013417920321965694,0.4107715380890008,2.7122864879579818,-0.030193567861128,-0.0302281455172152,0.9999999999999996,WEAK
small_cap_20usd_lenient,recent_7d,15m,10,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_data_freshness,recent_7d,15m,10,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_regime_soft,recent_7d,15m,10,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,182,0.00852308293424157,-0.0528802112734056,-0.27295527510324,-1.65896311120278,0.09768637532133675,0.9023136246786633,0.8658194366862355,0.9093655589123867,-0.0385574010403963,0.14522052160892696,1.06716352623767,-0.0615154769485337,-0.0675673256814829,0.7672629174881909,BAD
retention_floor_30pct,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,201,4.51545022071004e-05,-0.000747790374241622,-0.00406689392183127,-0.0138401494824682,0.10025706940874037,0.8997429305912596,0.9990182282725086,0.8640483383685801,0.013575019858767677,0.4141089027903357,2.7122864879579818,-0.0616978413571023,-0.0618219156314486,0.9999999999999997,WEAK
retention_floor_50pct,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,933,0.00242672640489818,-0.0264957657910512,-0.518156101035336,-1.63407102255893,0.4787917737789203,0.5212082262210797,0.567476386378884,0.43202416918429,-0.012172955558041902,-0.09998030432316907,1.09205561488152,-0.148204471835699,-0.218303606564997,0.5147821072078972,WEAK
false_filter_cap_50pct,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,1635,0.00449745527877627,-0.0115751510241666,-0.338621687020577,-2.29535055308959,0.865681233933162,0.13431876606683804,0.2996097348776114,0.12990936555891242,0.0027476592088426996,0.07955410969158999,0.4307760843508599,-0.216855326575084,-0.273125018521526,0.48069239965576377,WEAK
missed_profit_cap_30pct,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,845,0.00263562461489958,-0.0167642279758531,-0.418175796712167,-1.22346210462969,0.44151670951156813,0.5584832904884319,0.6155994035866644,0.5226586102719033,-0.0024414177428438,0.0,1.50266453281076,-0.146492246311598,-0.218597942945638,0.4675908761494779,WEAK
fee_cost_nonnegative_median,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_cost_nonnegative_p10,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_10usd,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_20usd,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,201,4.51545022071004e-05,-0.000747790374241622,-0.00406689392183127,-0.0138401494824682,0.10025706940874037,0.8997429305912596,0.9990182282725086,0.8640483383685801,0.013575019858767677,0.4141089027903357,2.7122864879579818,-0.0616978413571023,-0.0618219156314486,0.9999999999999997,WEAK
fee_velocity_rank_top30,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,537,0.00762102664911411,-0.00388369302226645,-0.223697187762399,-2.74713819305074,0.3033419023136247,0.6966580976863753,0.7646135584074574,0.8036253776435045,0.01043911721074285,0.19447860894976798,-0.02101155561028989,-0.257108820993046,-0.314666095130053,0.5936719171680452,WEAK
fee_velocity_rank_top50,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,944,0.00848981906193217,-0.0270352433985666,-0.460077330596706,-2.74713819305074,0.5199228791773779,0.4800771208226221,0.4535927443613177,0.5921450151057401,-0.012712433165557301,-0.041901533884539044,-0.02101155561028989,-0.237665775084309,-0.307662820311036,0.6170584214720133,WEAK
fee_depth_balanced_score,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,873,0.00824614169034064,-0.00752142999027598,-0.294614785339228,-2.74713819305074,0.4865038560411311,0.5134961439588689,0.5071496982633031,0.649546827794562,0.00680138024273332,0.12356101137293896,-0.02101155561028989,-0.241440695109411,-0.307828456754933,0.5819539616922972,WEAK
fee_depth_tail_guard,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,933,0.00242672640489818,-0.0264957657910512,-0.518156101035336,-1.63407102255893,0.4787917737789203,0.5212082262210797,0.567476386378884,0.43202416918429,-0.012172955558041902,-0.09998030432316907,1.09205561488152,-0.148204471835699,-0.218303606564997,0.5147821072078972,WEAK
small_cap_10usd_lenient,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
small_cap_20usd_lenient,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,227,3.80570148217449e-05,-0.000904889911043606,-0.00740425862316619,-0.0138401494824682,0.11053984575835475,0.8894601542416453,0.9989739441754515,0.8338368580060422,0.013417920321965694,0.4107715380890008,2.7122864879579818,-0.0616973205705994,-0.0618219156314486,0.9999999999999996,WEAK
hybrid_fee_depth_plus_data_freshness,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,54,0.0238224637964185,-0.318162885099099,-0.542721926233461,-0.716203644535863,0.030848329048843187,0.9691516709511568,0.9327290076823417,0.9818731117824774,-0.3038400748660897,-0.12454612952129407,2.009922992904587,-0.217131532995347,-0.223663062715662,1.0,BAD
hybrid_fee_depth_plus_regime_soft,recent_7d,15m,20,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,281,0.0103386235463428,-0.0972788125948856,-0.572244147169123,-2.72612663744045,0.15167095115681234,0.8483290488431876,0.7598965031371513,0.8640483383685801,-0.08295600236187631,-0.154068350456956,0.0,-0.192322345195487,-0.218199270171211,0.865318229846338,BAD
retention_floor_30pct,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,278,8.40470117221956e-05,-0.00186914834057957,-0.0138401494824682,-0.701926163127968,0.13946015424164523,0.8605398457583547,0.9709488454123985,0.8157099697885196,0.012453661892429729,0.4043356472296988,2.024200474312482,-0.239039838266031,-0.647858424789357,0.9617128191384251,WEAK
retention_floor_50pct,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,1264,0.00447376236826202,-0.0143228102330093,-0.455062681790212,-2.29535055308959,0.6658097686375322,0.3341902313624679,0.40392171524488757,0.31117824773413894,0.0,-0.036886885078044995,0.4307760843508599,-0.971778517887074,-1.23525061553758,0.5216079708457149,WEAK
false_filter_cap_50pct,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,1778,0.00519214290217919,-0.0133311422647426,-0.392715241528292,-2.4695962388957,0.9460154241645244,0.05398457583547558,0.21658983798512166,0.07552870090634445,0.0009916679682666994,0.025460555183874967,0.25653039854475024,-1.13358900918099,-1.48041326663829,0.42788617979131344,WEAK
missed_profit_cap_30pct,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,1138,0.00487495161131732,-0.0112837607223962,-0.392715241528292,-2.35982583515556,0.609254498714653,0.390745501285347,0.455278719100186,0.4259818731117825,0.003039049510613099,0.025460555183874967,0.3663008022848899,-0.973675293700726,-1.23861087456066,0.4905632108542221,WEAK
fee_cost_nonnegative_median,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_cost_nonnegative_p10,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_10usd,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_20usd,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_velocity_rank_top30,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,537,0.00762102664911411,-0.00388369302226645,-0.223697187762399,-2.74713819305074,0.3033419023136247,0.6966580976863753,0.7646135584074574,0.8036253776435045,0.01043911721074285,0.19447860894976798,-0.02101155561028989,-1.32796505789462,-1.64875143067236,0.5936719171680452,WEAK
fee_velocity_rank_top50,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,944,0.00848981906193217,-0.0270352433985666,-0.460077330596706,-2.74713819305074,0.5199228791773779,0.4800771208226221,0.4535927443613177,0.5921450151057401,-0.012712433165557301,-0.041901533884539044,-0.02101155561028989,-1.21960241169862,-1.60971973707741,0.6170584214720133,WEAK
fee_depth_balanced_score,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,877,0.00834409509255994,-0.00743978444029543,-0.289559834707988,-2.74713819305074,0.4897172236503856,0.5102827763496144,0.5069346378134743,0.6525679758308157,0.0068830257927138695,0.12861596200417896,-0.02101155561028989,-1.23861087456066,-1.61064295624612,0.56805177985877,WEAK
fee_depth_tail_guard,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,1264,0.00447376236826202,-0.0143228102330093,-0.455062681790212,-2.29535055308959,0.6658097686375322,0.3341902313624679,0.40392171524488757,0.31117824773413894,0.0,-0.036886885078044995,0.4307760843508599,-0.971778517887074,-1.23525061553758,0.5216079708457149,WEAK
small_cap_10usd_lenient,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
small_cap_20usd_lenient,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_data_freshness,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,273,0.0107286639099407,0.000295106721695887,-0.318162885099099,-4.72423276267679,0.15809768637532134,0.8419023136246787,0.7959522884476,0.918429003021148,0.014617916954705186,0.10001291161306797,-1.99810612523634,-1.19695901083167,-1.26215987059779,0.5924903693886759,WEAK
hybrid_fee_depth_plus_regime_soft,recent_7d,15m,50,1887,0.00507200217572628,-0.0143228102330093,-0.418175796712167,-2.72612663744045,520,0.0103386235463428,-0.00859886709954527,-0.460077330596706,-3.43932885555404,0.288560411311054,0.711439588688946,0.6216629800761707,0.7854984894259819,0.00572394313346403,-0.041901533884539044,-0.7132022181135902,-1.11110895235691,-1.25800212525646,0.7001165601213566,BAD
retention_floor_30pct,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
retention_floor_50pct,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,109,0.00905209428184815,-0.49388311702816,-2.75210625108692,-3.19110162779565,0.2462686567164179,0.753731343283582,0.8456852408517509,0.6293103448275862,-0.130412091454234,-0.30703678083186015,7.9861356660597504,-0.0569027863314248,-0.0646917263019687,1.0000000000000002,BAD
false_filter_cap_50pct,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,215,0.00830147910105638,-0.36456482387396,-0.983046326492514,-2.87243767855983,0.5335820895522388,0.4664179104477612,0.7116409210627407,0.3793103448275862,-0.0010937983000339768,1.462023143762546,8.30479961529557,-0.0668078327786765,-0.0820021608131274,0.7857234180452094,WEAK
missed_profit_cap_30pct,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,103,0.00836130175710047,-0.49388311702816,-2.75210625108692,-3.19110162779565,0.22388059701492538,0.7761194029850746,0.8534880560234869,0.6293103448275862,-0.130412091454234,-0.30703678083186015,7.9861356660597504,-0.0569097042003631,-0.0646062863402989,1.0000000000000002,BAD
fee_cost_nonnegative_median,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_cost_nonnegative_p10,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_10usd,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_20usd,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_velocity_rank_top30,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,116,0.0232950531846632,-9.84211597665983,-11.1449370255579,-11.2474298983813,0.291044776119403,0.7089552238805971,0.2922705555858576,0.6724137931034483,-9.478644951085904,-8.69986755530284,-0.07019260452590004,-0.0946543816892749,-0.0999690355471305,0.9812287770870712,BAD
fee_velocity_rank_top50,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,193,0.0239232285512226,-0.292053266233174,-10.8305921633678,-11.2474298983813,0.5186567164179104,0.48134328358208955,0.17235007313923517,0.5344827586206897,0.07141775934075201,-8.38552269311274,-0.07019260452590004,-0.0878520276936645,-0.0993420733085036,0.968850725881988,WEAK
fee_depth_balanced_score,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,185,0.0234389666791776,-0.257958912898267,-1.29321659366566,-11.1500794635119,0.5,0.5,0.35869039449013873,0.5603448275862069,0.10551211267565902,1.1518528765893998,0.02715783034349961,-0.0872444151451595,-0.0991725941293567,0.8709136801008153,WEAK
fee_depth_tail_guard,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,109,0.00905209428184815,-0.49388311702816,-2.75210625108692,-3.19110162779565,0.2462686567164179,0.753731343283582,0.8456852408517509,0.6293103448275862,-0.130412091454234,-0.30703678083186015,7.9861356660597504,-0.0569027863314248,-0.0646917263019687,1.0000000000000002,BAD
small_cap_10usd_lenient,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
small_cap_20usd_lenient,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_data_freshness,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_regime_soft,recent_72h,1h,10,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,27,0.0256120160355583,-0.36456482387396,-2.75210625108692,-2.82473289146478,0.0708955223880597,0.9291044776119403,0.9786133985176945,0.9310344827586207,-0.0010937983000339768,-0.30703678083186015,8.35250440239062,-0.0600148068711442,-0.0664534290090872,1.0,INSUFFICIENT
retention_floor_30pct,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
retention_floor_50pct,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,153,0.00774869620771898,-0.49388311702816,-2.44506947025506,-3.19110162779565,0.35447761194029853,0.6455223880597015,0.8094685493292005,0.5,-0.130412091454234,0.0,7.9861356660597504,-0.169662562410959,-0.21845215731318,0.8425481337565471,WEAK
false_filter_cap_50pct,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,264,0.00988352979264194,-0.363471025573926,-0.999147179950132,-3.28839733023734,0.6828358208955224,0.31716417910447764,0.6985604640491485,0.3017241379310345,0.0,1.445922290304928,7.888839963618061,-0.21783911842772,-0.271044412389209,0.4430120701911144,WEAK
missed_profit_cap_30pct,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,141,0.00756071350831512,-0.55215083087485,-2.44506947025506,-3.19110162779565,0.3208955223880597,0.6791044776119403,0.818440976829638,0.5258620689655172,-0.18867980530092393,0.0,7.9861356660597504,-0.169517406667759,-0.218407157027427,0.85140214854627,WEAK
fee_cost_nonnegative_median,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_cost_nonnegative_p10,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_10usd,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_20usd,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_velocity_rank_top30,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,116,0.0232950531846632,-9.84211597665983,-11.1449370255579,-11.2474298983813,0.291044776119403,0.7089552238805971,0.2922705555858576,0.6724137931034483,-9.478644951085904,-8.69986755530284,-0.07019260452590004,-0.298235774028739,-0.317738232185964,0.9812287770870712,BAD
fee_velocity_rank_top50,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,193,0.0239232285512226,-0.292053266233174,-10.8305921633678,-11.2474298983813,0.5186567164179104,0.48134328358208955,0.17235007313923517,0.5344827586206897,0.07141775934075201,-8.38552269311274,-0.07019260452590004,-0.273274134017591,-0.315437554093896,0.968850725881988,WEAK
fee_depth_balanced_score,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,185,0.0237340989816186,-0.257958912898267,-1.29321659366566,-11.1500794635119,0.503731343283582,0.4962686567164179,0.3324958785801394,0.5689655172413793,0.10551211267565902,1.1518528765893998,0.02715783034349961,-0.271044412389209,-0.314815641010269,0.8710147762780502,WEAK
fee_depth_tail_guard,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,153,0.00774869620771898,-0.49388311702816,-2.44506947025506,-3.19110162779565,0.35447761194029853,0.6455223880597015,0.8094685493292005,0.5,-0.130412091454234,0.0,7.9861356660597504,-0.169662562410959,-0.21845215731318,0.8425481337565471,WEAK
small_cap_10usd_lenient,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
small_cap_20usd_lenient,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_data_freshness,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,1,0.0191326129179486,0.0191326129179486,0.0191326129179486,0.0191326129179486,0.0037313432835820895,0.996268656716418,0.999853992758427,1.0,0.3826036384918746,2.4642020831730087,11.196369906773349,-0.21640048476479,-0.21640048476479,,INSUFFICIENT
hybrid_fee_depth_plus_regime_soft,recent_72h,1h,20,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,43,0.0237340989816186,-0.184795134043114,-0.36456482387396,-2.82473289146478,0.11567164179104478,0.8843283582089553,0.9399966137159432,0.896551724137931,0.178675891530812,2.0805046463811,8.35250440239062,-0.188285950172951,-0.21640048476479,0.8986216942035647,WEAK
retention_floor_30pct,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,23,0.00830147910105638,-0.165972245912321,-0.182398349373653,-0.484365432322042,0.05223880597014925,0.9477611940298507,0.99331688368293,0.9224137931034483,0.19749877966160503,2.2626711208814068,10.692871861533359,-0.622218293267108,-0.645595497299165,1.0,INSUFFICIENT
retention_floor_50pct,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,190,0.00988352979264194,-0.484365432322042,-0.999147179950132,-3.19110162779565,0.4626865671641791,0.5373134328358209,0.7862569367206315,0.43103448275862066,-0.12089440674811597,1.445922290304928,7.9861356660597504,-0.859641666902766,-1.21304646718172,0.799646461979153,WEAK
false_filter_cap_50pct,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,370,0.00803101509990105,-0.393367440454724,-2.52394995722385,-11.1772372938554,0.9552238805970149,0.04477611940298507,0.0013263847318472834,0.017241379310344862,-0.029896414880797972,-0.07888048696879002,0.0,-1.25848176404995,-1.63000351029374,0.7760629768252814,WEAK
missed_profit_cap_30pct,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,176,0.00905209428184815,-0.49388311702816,-2.437593026413,-3.19110162779565,0.4253731343283582,0.5746268656716418,0.7954080491925787,0.4655172413793104,-0.130412091454234,0.007476443842060032,7.9861356660597504,-0.857016396418173,-1.21855868339275,0.8136269641627908,WEAK
fee_cost_nonnegative_median,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_cost_nonnegative_p10,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_10usd,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
exit_depth_soft_20usd,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
fee_velocity_rank_top30,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,116,0.0232950531846632,-9.84211597665983,-11.1449370255579,-11.2474298983813,0.291044776119403,0.7089552238805971,0.2922705555858576,0.6724137931034483,-9.478644951085904,-8.69986755530284,-0.07019260452590004,-1.5700876332919,-1.67984668797036,0.9812287770870712,BAD
fee_velocity_rank_top50,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,193,0.0239232285512226,-0.292053266233174,-10.8305921633678,-11.2474298983813,0.5186567164179104,0.48134328358208955,0.17235007313923517,0.5344827586206897,0.07141775934075201,-8.38552269311274,-0.07019260452590004,-1.42960462562703,-1.66689856163835,0.968850725881988,WEAK
fee_depth_balanced_score,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,185,0.0237340989816186,-0.244772670725087,-0.36456482387396,-11.1409758145106,0.5074626865671642,0.4925373134328358,0.4286470747412525,0.5775862068965517,0.11869835484883903,2.0805046463811,0.03626147934479995,-1.39317459838621,-1.6555323637656,0.8416634552071641,WEAK
fee_depth_tail_guard,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,190,0.00988352979264194,-0.484365432322042,-0.999147179950132,-3.19110162779565,0.4626865671641791,0.5373134328358209,0.7862569367206315,0.43103448275862066,-0.12089440674811597,1.445922290304928,7.9861356660597504,-0.859641666902766,-1.21304646718172,0.799646461979153,WEAK
small_cap_10usd_lenient,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
small_cap_20usd_lenient,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,0,,,,,0.0,1.0,1.0,1.0,,,,,,,INSUFFICIENT
hybrid_fee_depth_plus_data_freshness,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,27,0.0243521471300556,-0.0202928743980855,-0.02478206180252,-0.0854843118494469,0.08955223880597014,0.9104477611940298,0.987337495311718,0.9741379310344828,0.3431781511758405,2.42028740845254,11.091752982005953,-1.23282102259275,-1.26011608489023,1.0,INSUFFICIENT
hybrid_fee_depth_plus_regime_soft,recent_72h,1h,50,384,0.00815626912974148,-0.363471025573926,-2.44506947025506,-11.1772372938554,76,0.0232188376423656,-0.0894099341315033,-0.27185946352032,-2.82473289146478,0.208955223880597,0.7910447761194029,0.9319112681692125,0.8275862068965517,0.27406109144242274,2.17321000673474,8.35250440239062,-1.09794653828808,-1.25408609855249,0.8504775491052923,WEAK
