variant_name,capacity_usd,window,horizon,retained_sample_count,opportunity_retention_rate,false_filter_rate,missed_profit_rate,fee_minus_exit_cost_median,fee_minus_exit_cost_p10,tail_improvement_p10,tail_improvement_p5,tail_improvement_p1,primary_failure_reason
false_filter_cap_50pct,10,recent_7d,15m,1423,0.7577120822622108,0.2422879177377892,0.37489915967681536,-0.0704116619804884,-0.0828192481375097,0.003039049510613099,0.025460555183874967,0.6605548955454599,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_7d,15m,623,0.31876606683804626,0.6812339331619537,0.7614048814751485,-0.0517262906372682,-0.0663097464541922,0.0004826607505410991,0.14522052160892696,1.5681305481471601,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,10,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_7d,15m,201,0.10025706940874037,0.8997429305912596,0.9990182282725086,-0.030193712391047,-0.0302281455172152,0.013575019858767677,0.4141089027903357,2.7122864879579818,over_filtering
exit_depth_soft_20usd,10,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_7d,15m,537,0.3033419023136247,0.6966580976863753,0.7646135584074574,-0.0842221919211045,-0.10013586990341,0.01043911721074285,0.19447860894976798,-0.02101155561028989,fee_minus_exit_cost_negative
fee_velocity_rank_top50,10,recent_7d,15m,944,0.5199228791773779,0.4800771208226221,0.4535927443613177,-0.0788464894339471,-0.0981995784246218,-0.012712433165557301,-0.041901533884539044,-0.02101155561028989,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_7d,15m,874,0.487146529562982,0.512853470437018,0.5070672395832765,-0.0798901957109897,-0.098245369151373,0.00680138024273332,0.12458842141543597,-0.02101155561028989,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_7d,15m,698,0.34897172236503854,0.6510282776349614,0.7142203741909234,-0.0518876765712286,-0.0666464518374691,-0.009123872305482601,0.0,1.16120503506008,fee_minus_exit_cost_negative
small_cap_10usd_lenient,10,recent_7d,15m,227,0.11053984575835475,0.8894601542416453,0.9989739441754515,-0.030193567861128,-0.0302281455172152,0.013417920321965694,0.4107715380890008,2.7122864879579818,over_filtering
small_cap_20usd_lenient,10,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_7d,15m,182,0.09768637532133675,0.9023136246786633,0.8658194366862355,-0.0615154769485337,-0.0675673256814829,-0.0385574010403963,0.14522052160892696,1.06716352623767,over_filtering
retention_floor_30pct,20,recent_7d,15m,201,0.10025706940874037,0.8997429305912596,0.9990182282725086,-0.0616978413571023,-0.0618219156314486,0.013575019858767677,0.4141089027903357,2.7122864879579818,over_filtering
retention_floor_50pct,20,recent_7d,15m,933,0.4787917737789203,0.5212082262210797,0.567476386378884,-0.148204471835699,-0.218303606564997,-0.012172955558041902,-0.09998030432316907,1.09205561488152,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_7d,15m,1635,0.865681233933162,0.13431876606683804,0.2996097348776114,-0.216855326575084,-0.273125018521526,0.0027476592088426996,0.07955410969158999,0.4307760843508599,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_7d,15m,845,0.44151670951156813,0.5584832904884319,0.6155994035866644,-0.146492246311598,-0.218597942945638,-0.0024414177428438,0.0,1.50266453281076,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,20,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,20,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_7d,15m,201,0.10025706940874037,0.8997429305912596,0.9990182282725086,-0.0616978413571023,-0.0618219156314486,0.013575019858767677,0.4141089027903357,2.7122864879579818,over_filtering
fee_velocity_rank_top30,20,recent_7d,15m,537,0.3033419023136247,0.6966580976863753,0.7646135584074574,-0.257108820993046,-0.314666095130053,0.01043911721074285,0.19447860894976798,-0.02101155561028989,fee_minus_exit_cost_negative
fee_velocity_rank_top50,20,recent_7d,15m,944,0.5199228791773779,0.4800771208226221,0.4535927443613177,-0.237665775084309,-0.307662820311036,-0.012712433165557301,-0.041901533884539044,-0.02101155561028989,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_7d,15m,873,0.4865038560411311,0.5134961439588689,0.5071496982633031,-0.241440695109411,-0.307828456754933,0.00680138024273332,0.12356101137293896,-0.02101155561028989,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_7d,15m,933,0.4787917737789203,0.5212082262210797,0.567476386378884,-0.148204471835699,-0.218303606564997,-0.012172955558041902,-0.09998030432316907,1.09205561488152,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_7d,15m,227,0.11053984575835475,0.8894601542416453,0.9989739441754515,-0.0616973205705994,-0.0618219156314486,0.013417920321965694,0.4107715380890008,2.7122864879579818,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_7d,15m,54,0.030848329048843187,0.9691516709511568,0.9327290076823417,-0.217131532995347,-0.223663062715662,-0.3038400748660897,-0.12454612952129407,2.009922992904587,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_7d,15m,281,0.15167095115681234,0.8483290488431876,0.7598965031371513,-0.192322345195487,-0.218199270171211,-0.08295600236187631,-0.154068350456956,0.0,over_filtering
retention_floor_30pct,50,recent_7d,15m,278,0.13946015424164523,0.8605398457583547,0.9709488454123985,-0.239039838266031,-0.647858424789357,0.012453661892429729,0.4043356472296988,2.024200474312482,over_filtering
retention_floor_50pct,50,recent_7d,15m,1264,0.6658097686375322,0.3341902313624679,0.40392171524488757,-0.971778517887074,-1.23525061553758,0.0,-0.036886885078044995,0.4307760843508599,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_7d,15m,1778,0.9460154241645244,0.05398457583547558,0.21658983798512166,-1.13358900918099,-1.48041326663829,0.0009916679682666994,0.025460555183874967,0.25653039854475024,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_7d,15m,1138,0.609254498714653,0.390745501285347,0.455278719100186,-0.973675293700726,-1.23861087456066,0.003039049510613099,0.025460555183874967,0.3663008022848899,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_7d,15m,537,0.3033419023136247,0.6966580976863753,0.7646135584074574,-1.32796505789462,-1.64875143067236,0.01043911721074285,0.19447860894976798,-0.02101155561028989,fee_minus_exit_cost_negative
fee_velocity_rank_top50,50,recent_7d,15m,944,0.5199228791773779,0.4800771208226221,0.4535927443613177,-1.21960241169862,-1.60971973707741,-0.012712433165557301,-0.041901533884539044,-0.02101155561028989,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_7d,15m,877,0.4897172236503856,0.5102827763496144,0.5069346378134743,-1.23861087456066,-1.61064295624612,0.0068830257927138695,0.12861596200417896,-0.02101155561028989,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_7d,15m,1264,0.6658097686375322,0.3341902313624679,0.40392171524488757,-0.971778517887074,-1.23525061553758,0.0,-0.036886885078044995,0.4307760843508599,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_7d,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,50,recent_7d,15m,273,0.15809768637532134,0.8419023136246787,0.7959522884476,-1.19695901083167,-1.26215987059779,0.014617916954705186,0.10001291161306797,-1.99810612523634,over_filtering
hybrid_fee_depth_plus_regime_soft,50,recent_7d,15m,520,0.288560411311054,0.711439588688946,0.6216629800761707,-1.11110895235691,-1.25800212525646,0.00572394313346403,-0.041901533884539044,-0.7132022181135902,over_filtering
retention_floor_30pct,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,10,recent_72h,1h,109,0.2462686567164179,0.753731343283582,0.8456852408517509,-0.0569027863314248,-0.0646917263019687,-0.130412091454234,-0.30703678083186015,7.9861356660597504,over_filtering
false_filter_cap_50pct,10,recent_72h,1h,215,0.5335820895522388,0.4664179104477612,0.7116409210627407,-0.0668078327786765,-0.0820021608131274,-0.0010937983000339768,1.462023143762546,8.30479961529557,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_72h,1h,103,0.22388059701492538,0.7761194029850746,0.8534880560234869,-0.0569097042003631,-0.0646062863402989,-0.130412091454234,-0.30703678083186015,7.9861356660597504,over_filtering
fee_cost_nonnegative_median,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_72h,1h,116,0.291044776119403,0.7089552238805971,0.2922705555858576,-0.0946543816892749,-0.0999690355471305,-9.478644951085904,-8.69986755530284,-0.07019260452590004,over_filtering
fee_velocity_rank_top50,10,recent_72h,1h,193,0.5186567164179104,0.48134328358208955,0.17235007313923517,-0.0878520276936645,-0.0993420733085036,0.07141775934075201,-8.38552269311274,-0.07019260452590004,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_72h,1h,185,0.5,0.5,0.35869039449013873,-0.0872444151451595,-0.0991725941293567,0.10551211267565902,1.1518528765893998,0.02715783034349961,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_72h,1h,109,0.2462686567164179,0.753731343283582,0.8456852408517509,-0.0569027863314248,-0.0646917263019687,-0.130412091454234,-0.30703678083186015,7.9861356660597504,over_filtering
small_cap_10usd_lenient,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_72h,1h,27,0.0708955223880597,0.9291044776119403,0.9786133985176945,-0.0600148068711442,-0.0664534290090872,-0.0010937983000339768,-0.30703678083186015,8.35250440239062,over_filtering
retention_floor_30pct,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,20,recent_72h,1h,153,0.35447761194029853,0.6455223880597015,0.8094685493292005,-0.169662562410959,-0.21845215731318,-0.130412091454234,0.0,7.9861356660597504,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_72h,1h,264,0.6828358208955224,0.31716417910447764,0.6985604640491485,-0.21783911842772,-0.271044412389209,0.0,1.445922290304928,7.888839963618061,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_72h,1h,141,0.3208955223880597,0.6791044776119403,0.818440976829638,-0.169517406667759,-0.218407157027427,-0.18867980530092393,0.0,7.9861356660597504,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,20,recent_72h,1h,116,0.291044776119403,0.7089552238805971,0.2922705555858576,-0.298235774028739,-0.317738232185964,-9.478644951085904,-8.69986755530284,-0.07019260452590004,over_filtering
fee_velocity_rank_top50,20,recent_72h,1h,193,0.5186567164179104,0.48134328358208955,0.17235007313923517,-0.273274134017591,-0.315437554093896,0.07141775934075201,-8.38552269311274,-0.07019260452590004,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_72h,1h,185,0.503731343283582,0.4962686567164179,0.3324958785801394,-0.271044412389209,-0.314815641010269,0.10551211267565902,1.1518528765893998,0.02715783034349961,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_72h,1h,153,0.35447761194029853,0.6455223880597015,0.8094685493292005,-0.169662562410959,-0.21845215731318,-0.130412091454234,0.0,7.9861356660597504,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_72h,1h,1,0.0037313432835820895,0.996268656716418,0.999853992758427,-0.21640048476479,-0.21640048476479,0.3826036384918746,2.4642020831730087,11.196369906773349,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_72h,1h,43,0.11567164179104478,0.8843283582089553,0.9399966137159432,-0.188285950172951,-0.21640048476479,0.178675891530812,2.0805046463811,8.35250440239062,over_filtering
retention_floor_30pct,50,recent_72h,1h,23,0.05223880597014925,0.9477611940298507,0.99331688368293,-0.622218293267108,-0.645595497299165,0.19749877966160503,2.2626711208814068,10.692871861533359,over_filtering
retention_floor_50pct,50,recent_72h,1h,190,0.4626865671641791,0.5373134328358209,0.7862569367206315,-0.859641666902766,-1.21304646718172,-0.12089440674811597,1.445922290304928,7.9861356660597504,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_72h,1h,370,0.9552238805970149,0.04477611940298507,0.0013263847318472834,-1.25848176404995,-1.63000351029374,-0.029896414880797972,-0.07888048696879002,0.0,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_72h,1h,176,0.4253731343283582,0.5746268656716418,0.7954080491925787,-0.857016396418173,-1.21855868339275,-0.130412091454234,0.007476443842060032,7.9861356660597504,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_72h,1h,116,0.291044776119403,0.7089552238805971,0.2922705555858576,-1.5700876332919,-1.67984668797036,-9.478644951085904,-8.69986755530284,-0.07019260452590004,over_filtering
fee_velocity_rank_top50,50,recent_72h,1h,193,0.5186567164179104,0.48134328358208955,0.17235007313923517,-1.42960462562703,-1.66689856163835,0.07141775934075201,-8.38552269311274,-0.07019260452590004,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_72h,1h,185,0.5074626865671642,0.4925373134328358,0.4286470747412525,-1.39317459838621,-1.6555323637656,0.11869835484883903,2.0805046463811,0.03626147934479995,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_72h,1h,190,0.4626865671641791,0.5373134328358209,0.7862569367206315,-0.859641666902766,-1.21304646718172,-0.12089440674811597,1.445922290304928,7.9861356660597504,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_72h,1h,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,50,recent_72h,1h,27,0.08955223880597014,0.9104477611940298,0.987337495311718,-1.23282102259275,-1.26011608489023,0.3431781511758405,2.42028740845254,11.091752982005953,over_filtering
hybrid_fee_depth_plus_regime_soft,50,recent_72h,1h,76,0.208955223880597,0.7910447761194029,0.9319112681692125,-1.09794653828808,-1.25408609855249,0.27406109144242274,2.17321000673474,8.35250440239062,over_filtering
retention_floor_30pct,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,10,recent_72h,30m,109,0.26181818181818184,0.7381818181818182,0.8981050220459207,-0.0574821248284502,-0.0654403936413012,0.04787937688649202,-1.1405296762143,8.006481162784699,over_filtering
false_filter_cap_50pct,10,recent_72h,30m,215,0.5563636363636364,0.44363636363636366,0.8548404974639436,-0.0676024990276492,-0.0823405483991197,0.04039870680278901,0.7852758582761049,8.352946246033799,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_72h,30m,103,0.24,0.76,0.9019298296282889,-0.0574891931913568,-0.0653530961267133,0.04787937688649202,-1.1405296762143,8.006481162784699,over_filtering
fee_cost_nonnegative_median,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_72h,30m,116,0.2872727272727273,0.7127272727272728,0.23329699916528152,-0.0960543816728217,-0.101484568114722,-9.83582393338285,-9.874162107648269,-0.05635471940340153,over_filtering
fee_velocity_rank_top50,10,recent_72h,30m,193,0.5018181818181818,0.49818181818181817,0.11548234329115332,-0.0891041634187892,-0.10084397649078,-0.03338675255474799,-9.49486296090377,-0.05635471940340153,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_72h,30m,185,0.5054545454545455,0.49454545454545457,0.1768836040492374,-0.088483326978483,-0.10067081354954,0.13829934654891063,0.9041350357587139,-0.05635471940340153,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_72h,30m,109,0.26181818181818184,0.7381818181818182,0.8981050220459207,-0.0574821248284502,-0.0654403936413012,0.04787937688649202,-1.1405296762143,8.006481162784699,over_filtering
small_cap_10usd_lenient,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_72h,30m,27,0.08,0.92,0.9694920202509351,-0.0606617989459862,-0.0672403905185371,0.143967401069857,0.9918799336228419,10.801321211223584,over_filtering
retention_floor_30pct,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,20,recent_72h,30m,153,0.3709090909090909,0.6290909090909091,0.8762835805964496,-0.170939233070044,-0.219782085570545,-0.07270239760383701,0.31413075143382496,8.006481162784699,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_72h,30m,264,0.6981818181818182,0.3018181818181818,0.6981187798334016,-0.218230932192496,-0.273522236055856,0.04039870680278901,0.7852758582761049,7.904254686062119,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_72h,30m,141,0.3381818181818182,0.6618181818181819,0.8801539428217192,-0.170792357972414,-0.219764630064119,-0.07270239760383701,0.31413075143382496,8.006481162784699,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,20,recent_72h,30m,116,0.2872727272727273,0.7127272727272728,0.23329699916528152,-0.301035773995833,-0.320769297321147,-9.83582393338285,-9.874162107648269,-0.05635471940340153,over_filtering
fee_velocity_rank_top50,20,recent_72h,30m,193,0.5018181818181818,0.49818181818181817,0.11548234329115332,-0.275778405467841,-0.318441360458448,-0.03338675255474799,-9.49486296090377,-0.05635471940340153,fee_minus_exit_cost_negative
fee_depth_balanced_score,20,recent_72h,30m,185,0.5054545454545455,0.49454545454545457,0.17688114669798025,-0.273522236055856,-0.317812079850635,0.13829934654891063,0.9041350357587139,-0.05635471940340153,fee_minus_exit_cost_negative
fee_depth_tail_guard,20,recent_72h,30m,153,0.3709090909090909,0.6290909090909091,0.8762835805964496,-0.170939233070044,-0.219782085570545,-0.07270239760383701,0.31413075143382496,8.006481162784699,fee_minus_exit_cost_negative
small_cap_10usd_lenient,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,20,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,20,recent_72h,30m,1,0.0036363636363636364,0.9963636363636363,0.9999933347192255,-0.218230932192496,-0.218230932192496,0.23536995449961004,1.299952285726289,11.197138461191159,over_filtering
hybrid_fee_depth_plus_regime_soft,20,recent_72h,30m,43,0.11636363636363636,0.8836363636363637,0.9617600779479538,-0.189783284851616,-0.218230932192496,0.04039870680278901,0.9918799336228419,10.752855706932984,over_filtering
retention_floor_30pct,50,recent_72h,30m,23,0.05818181818181818,0.9418181818181818,0.9986880004959635,-0.624229647039938,-0.647729887764956,0.06416210770032102,1.112461708113171,10.688101615024783,over_filtering
retention_floor_50pct,50,recent_72h,30m,190,0.48,0.52,0.8569926480176827,-0.862902605090329,-1.21816740739149,-0.05967330685357097,0.7272550038263239,8.006481162784699,fee_minus_exit_cost_negative
false_filter_cap_50pct,50,recent_72h,30m,370,0.9672727272727273,0.03272727272727273,0.0004512902577313094,-1.26384186747597,-1.63731890847891,-0.026773985170322978,-1.0505347736483701,0.0,fee_minus_exit_cost_negative
missed_profit_cap_30pct,50,recent_72h,30m,176,0.44,0.56,0.8633690526189761,-0.860263514886531,-1.2195841065603,0.03992664751054101,0.34968384490719995,8.006481162784699,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,50,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,50,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,50,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,50,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,50,recent_72h,30m,116,0.2872727272727273,0.7127272727272728,0.23329699916528152,-1.57708763320964,-1.68742435080832,-9.83582393338285,-9.874162107648269,-0.05635471940340153,over_filtering
fee_velocity_rank_top50,50,recent_72h,30m,193,0.5018181818181818,0.49818181818181817,0.11548234329115332,-1.43586530425265,-1.67440807754973,-0.03338675255474799,-9.49486296090377,-0.05635471940340153,fee_minus_exit_cost_negative
fee_depth_balanced_score,50,recent_72h,30m,185,0.5018181818181818,0.49818181818181817,0.3261175806787354,-1.39924347782596,-1.66298206113126,0.143967401069857,0.96181275737932,-0.0022935610599006395,fee_minus_exit_cost_negative
fee_depth_tail_guard,50,recent_72h,30m,190,0.48,0.52,0.8569926480176827,-0.862902605090329,-1.21816740739149,-0.05967330685357097,0.7272550038263239,8.006481162784699,fee_minus_exit_cost_negative
small_cap_10usd_lenient,50,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,50,recent_72h,30m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,50,recent_72h,30m,27,0.07636363636363637,0.9236363636363636,0.992599637336743,-1.23804606976625,-1.26548471763744,0.22969980295227282,1.2028816777755895,10.752855706932984,over_filtering
hybrid_fee_depth_plus_regime_soft,50,recent_72h,30m,76,0.20727272727272728,0.7927272727272727,0.9537481349612211,-1.10246165540214,-1.2594230098187,0.14439339745862673,1.10450897873722,10.752855706932984,over_filtering
retention_floor_30pct,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,10,recent_72h,15m,109,0.2593856655290102,0.7406143344709898,0.9235695027716633,-0.0577717940769629,-0.0658147273109674,-0.016919997291905395,-1.880580760620466,7.96636027049097,over_filtering
false_filter_cap_50pct,10,recent_72h,15m,215,0.5597269624573379,0.4402730375426621,0.8153973960599534,-0.0679998321521356,-0.0828122648365891,-0.002585700553145498,0.08401252702827905,8.2975767294513,fee_minus_exit_cost_negative
missed_profit_cap_30pct,10,recent_72h,15m,103,0.24232081911262798,0.757679180887372,0.9247703689528255,-0.0577789376868537,-0.0657265010199206,-0.016919997291905395,-1.880580760620466,7.96636027049097,over_filtering
fee_cost_nonnegative_median,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_10usd,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
exit_depth_soft_20usd,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_velocity_rank_top30,10,recent_72h,15m,116,0.28668941979522183,0.7133105802047781,0.18756385873613357,-0.0967543816645951,-0.102242334398518,-0.19118651121960809,-10.531589210095065,-0.06308184817529927,over_filtering
fee_velocity_rank_top50,10,recent_72h,15m,193,0.49829351535836175,0.5017064846416383,0.08105183105892111,-0.0897302312813515,-0.101594928081918,-0.003158373769412401,-0.735879334539786,-0.06308184817529927,fee_minus_exit_cost_negative
fee_depth_balanced_score,10,recent_72h,15m,185,0.4880546075085324,0.5119453924914675,0.30751516765387066,-0.0891027828951448,-0.101419923259631,0.015453195484850905,0.37282238186368105,-0.04102059463719954,fee_minus_exit_cost_negative
fee_depth_tail_guard,10,recent_72h,15m,109,0.2593856655290102,0.7406143344709898,0.9235695027716633,-0.0577717940769629,-0.0658147273109674,-0.016919997291905395,-1.880580760620466,7.96636027049097,over_filtering
small_cap_10usd_lenient,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
small_cap_20usd_lenient,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_data_freshness,10,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
hybrid_fee_depth_plus_regime_soft,10,recent_72h,15m,27,0.07508532423208192,0.9249146757679181,0.9734268430344796,-0.0609852949834072,-0.0676338712732621,-0.0010737265278737973,0.4962766265595696,10.871496210665075,over_filtering
retention_floor_30pct,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
retention_floor_50pct,20,recent_72h,15m,153,0.3822525597269625,0.6177474402730375,0.9114056093449873,-0.171577568399587,-0.219966036675213,-0.09964413139794409,-0.41380716371916193,7.96636027049097,fee_minus_exit_cost_negative
false_filter_cap_50pct,20,recent_72h,15m,264,0.6996587030716723,0.3003412969283277,0.743206363229144,-0.218838951019812,-0.27476114788918,0.015453195484850905,0.251614264693286,7.862580287259321,fee_minus_exit_cost_negative
missed_profit_cap_30pct,20,recent_72h,15m,141,0.34812286689419797,0.6518771331058021,0.9128238176589649,-0.171429833624741,-0.219948560937063,-0.09964413139794409,-0.41380716371916193,7.96636027049097,fee_minus_exit_cost_negative
fee_cost_nonnegative_median,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
fee_cost_nonnegative_p10,20,recent_72h,15m,0,0.0,1.0,1.0,,,,,,over_filtering
