variant_name,window,horizon,capacity_usd,raw_sample_count,valid_sample_count,retained_sample_count,filtered_out_count,invalid_count,opportunity_retention_rate,data_quality_distribution,fee_proxy_coverage,exit_depth_coverage,leakage_risk_distribution
fee_cost_nonnegative_median,recent_48h,15m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,1h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,1h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,1h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,2h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,2h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,2h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,30m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,30m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_48h,30m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,15m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,15m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,15m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,1h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,1h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,1h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,2h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,2h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,2h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,30m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,30m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_72h,30m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_median,recent_7d,15m,10,1892,1887,0,1887,5,0.0,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,15m,20,1892,1887,0,1887,5,0.0,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,15m,50,1892,1887,0,1887,5,0.0,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,1h,10,1892,1884,0,1884,8,0.0,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,1h,20,1892,1884,0,1884,8,0.0,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,1h,50,1892,1884,0,1884,8,0.0,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,2h,10,1892,1877,0,1877,15,0.0,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,2h,20,1892,1877,0,1877,15,0.0,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,2h,50,1892,1877,0,1877,15,0.0,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,30m,10,1892,1886,0,1886,6,0.0,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,30m,20,1892,1886,0,1886,6,0.0,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_median,recent_7d,30m,50,1892,1886,0,1886,6,0.0,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_24h,15m,10,320,312,0,312,8,0.0,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,15m,20,320,312,0,312,8,0.0,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,15m,50,320,312,0,312,8,0.0,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,1h,10,320,300,0,300,20,0.0,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,1h,20,320,300,0,300,20,0.0,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,1h,50,320,300,0,300,20,0.0,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,2h,10,320,284,0,284,36,0.0,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,2h,20,320,284,0,284,36,0.0,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,2h,50,320,284,0,284,36,0.0,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,30m,10,320,308,0,308,12,0.0,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,30m,20,320,308,0,308,12,0.0,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_24h,30m,50,320,308,0,308,12,0.0,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_cost_nonnegative_p10,recent_48h,15m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,15m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,15m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,1h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,1h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,1h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,2h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,2h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,2h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,30m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,30m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_48h,30m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,15m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,15m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,15m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,1h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,1h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,1h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,2h,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,2h,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,2h,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,30m,10,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,30m,20,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_72h,30m,50,384,384,0,384,0,0.0,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_cost_nonnegative_p10,recent_7d,15m,10,1892,1887,0,1887,5,0.0,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,15m,20,1892,1887,0,1887,5,0.0,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,15m,50,1892,1887,0,1887,5,0.0,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,1h,10,1892,1884,0,1884,8,0.0,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,1h,20,1892,1884,0,1884,8,0.0,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,1h,50,1892,1884,0,1884,8,0.0,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,2h,10,1892,1877,0,1877,15,0.0,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,2h,20,1892,1877,0,1877,15,0.0,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,2h,50,1892,1877,0,1877,15,0.0,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,30m,10,1892,1886,0,1886,6,0.0,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,30m,20,1892,1886,0,1886,6,0.0,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_cost_nonnegative_p10,recent_7d,30m,50,1892,1886,0,1886,6,0.0,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_24h,15m,10,320,312,157,155,8,0.5410447761194029,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,15m,20,320,312,157,155,8,0.5410447761194029,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,15m,50,320,312,157,155,8,0.5410447761194029,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,1h,10,320,300,151,149,20,0.5299145299145299,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,1h,20,320,300,151,149,20,0.5299145299145299,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,1h,50,320,300,151,149,20,0.5299145299145299,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,2h,10,320,284,143,141,36,0.5141509433962265,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,2h,20,320,284,143,141,36,0.5141509433962265,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,2h,50,320,284,143,141,36,0.5141509433962265,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,30m,10,320,308,155,153,12,0.5375494071146245,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,30m,20,320,308,155,153,12,0.5375494071146245,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_24h,30m,50,320,308,155,153,12,0.5375494071146245,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_depth_balanced_score,recent_48h,15m,10,384,384,169,215,0,0.44868035190615835,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,15m,20,384,384,169,215,0,0.44868035190615835,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,15m,50,384,384,169,215,0,0.44868035190615835,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,1h,10,384,384,169,215,0,0.4448051948051948,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,1h,20,384,384,169,215,0,0.4448051948051948,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,1h,50,384,384,169,215,0,0.4448051948051948,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,2h,10,384,384,169,215,0,0.44482758620689655,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,2h,20,384,384,169,215,0,0.44482758620689655,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,2h,50,384,384,169,215,0,0.44482758620689655,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,30m,10,384,384,169,215,0,0.4467455621301775,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,30m,20,384,384,169,215,0,0.4467455621301775,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_48h,30m,50,384,384,169,215,0,0.4467455621301775,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,15m,10,384,384,185,199,0,0.4880546075085324,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,15m,20,384,384,185,199,0,0.4880546075085324,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,15m,50,384,384,185,199,0,0.4880546075085324,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,1h,10,384,384,185,199,0,0.5,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,1h,20,384,384,185,199,0,0.503731343283582,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,1h,50,384,384,185,199,0,0.5074626865671642,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,2h,10,384,384,185,199,0,0.5,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,2h,20,384,384,185,199,0,0.5,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,2h,50,384,384,185,199,0,0.5076335877862596,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,30m,10,384,384,185,199,0,0.5054545454545455,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,30m,20,384,384,185,199,0,0.5054545454545455,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_72h,30m,50,384,384,185,199,0,0.5018181818181818,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_balanced_score,recent_7d,15m,10,1892,1887,874,1013,5,0.487146529562982,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,15m,20,1892,1887,873,1014,5,0.4865038560411311,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,15m,50,1892,1887,877,1010,5,0.4897172236503856,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,1h,10,1892,1884,874,1010,8,0.4962302947224126,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,1h,20,1892,1884,873,1011,8,0.49554489376285127,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,1h,50,1892,1884,877,1007,8,0.5003427004797807,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,2h,10,1892,1877,874,1003,15,0.4974582425562818,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,2h,20,1892,1877,873,1004,15,0.49673202614379086,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,2h,50,1892,1877,877,1000,15,0.5010893246187363,"{""invalid"": 15, ""ok"": 1877}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,30m,10,1892,1886,874,1012,6,0.4888157894736842,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,30m,20,1892,1886,873,1013,6,0.4881578947368421,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_balanced_score,recent_7d,30m,50,1892,1886,877,1009,6,0.49144736842105263,"{""invalid"": 6, ""ok"": 1886}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_tail_guard,recent_24h,15m,10,320,312,137,175,8,0.39925373134328357,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,15m,20,320,312,206,106,8,0.6492537313432836,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,15m,50,320,312,277,35,8,0.8880597014925373,"{""invalid"": 8, ""ok"": 312}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,1h,10,320,300,131,169,20,0.41452991452991456,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,1h,20,320,300,197,103,20,0.6623931623931624,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,1h,50,320,300,265,35,20,0.905982905982906,"{""invalid"": 20, ""ok"": 300}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,2h,10,320,284,123,161,36,0.41037735849056606,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,2h,20,320,284,185,99,36,0.6367924528301887,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,2h,50,320,284,249,35,36,0.9150943396226415,"{""invalid"": 36, ""ok"": 284}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,30m,10,320,308,135,173,12,0.40711462450592883,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,30m,20,320,308,203,105,12,0.6600790513833992,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_24h,30m,50,320,308,273,35,12,0.8932806324110671,"{""invalid"": 12, ""ok"": 308}",1.0,1.0,"{""LOW"": 320}"
fee_depth_tail_guard,recent_48h,15m,10,384,384,104,280,0,0.2668621700879765,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,15m,20,384,384,127,257,0,0.3225806451612903,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,15m,50,384,384,216,168,0,0.5601173020527859,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,1h,10,384,384,104,280,0,0.2532467532467532,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,1h,20,384,384,127,257,0,0.30194805194805197,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,1h,50,384,384,216,168,0,0.551948051948052,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,2h,10,384,384,104,280,0,0.2482758620689655,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,2h,20,384,384,127,257,0,0.296551724137931,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,2h,50,384,384,216,168,0,0.5620689655172414,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,30m,10,384,384,104,280,0,0.26331360946745563,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,30m,20,384,384,127,257,0,0.3106508875739645,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_48h,30m,50,384,384,216,168,0,0.5591715976331361,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,15m,10,384,384,109,275,0,0.2593856655290102,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,15m,20,384,384,153,231,0,0.3822525597269625,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,15m,50,384,384,190,194,0,0.49146757679180886,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,1h,10,384,384,109,275,0,0.2462686567164179,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,1h,20,384,384,153,231,0,0.35447761194029853,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,1h,50,384,384,190,194,0,0.4626865671641791,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,2h,10,384,384,109,275,0,0.2595419847328244,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,2h,20,384,384,153,231,0,0.36259541984732824,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,2h,50,384,384,190,194,0,0.4732824427480916,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,30m,10,384,384,109,275,0,0.26181818181818184,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,30m,20,384,384,153,231,0,0.3709090909090909,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_72h,30m,50,384,384,190,194,0,0.48,"{""ok"": 384}",1.0,1.0,"{""LOW"": 384}"
fee_depth_tail_guard,recent_7d,15m,10,1892,1887,698,1189,5,0.34897172236503854,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_tail_guard,recent_7d,15m,20,1892,1887,933,954,5,0.4787917737789203,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_tail_guard,recent_7d,15m,50,1892,1887,1264,623,5,0.6658097686375322,"{""invalid"": 5, ""ok"": 1887}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_tail_guard,recent_7d,1h,10,1892,1884,695,1189,8,0.3591501028101439,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
fee_depth_tail_guard,recent_7d,1h,20,1892,1884,930,954,8,0.48046607265250174,"{""invalid"": 8, ""ok"": 1884}",0.9619450317124736,0.9619450317124736,"{""LOW"": 1892}"
