variant_name,window,horizon,proof_unit_type,sample_count,retained_sample_count,baseline_p10,baseline_p5,baseline_p1,filtered_p10,filtered_p5,filtered_p1,tail_improvement_p10,tail_improvement_p5,tail_improvement_p1,opportunity_retention_rate,false_quarantine_rate,missed_profit_rate,worst_pool_contribution,data_quality_status,leakage_risk,verdict
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_24h,1h,pool_window,308,0,-0.0379185663199207,-0.20441466499635,-2.65647128968593,,,,,,,0.0,0.775974025974026,0.06695957879388442,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_24h,2h,pool_window,292,0,-0.184230833029789,-0.56493076198691,-2.63606842930328,,,,,,,0.0,0.7294520547945206,0.08490066730148799,,preliminary,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_24h,30m,pool_window,316,0,-0.0150797418331766,-0.107298777115507,-2.62224011178802,,,,,,,0.0,0.8227848101265823,0.05092873008283727,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_48h,15m,pool_window,384,0,-0.000734622366618248,-0.329364812689276,-1.12004626284609,,,,,,,0.0,0.8880208333333334,0.06719535151695702,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_48h,1h,pool_window,384,0,-0.455456431600104,-0.775860418786754,-1.45340688818238,,,,,,,0.0,0.8046875,0.17250190786023087,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_48h,2h,pool_window,384,0,-0.648375501525092,-0.864863363897764,-1.75913868220465,,,,,,,0.0,0.7682291666666666,0.25228555431950744,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_48h,30m,pool_window,384,0,-0.0303095834844918,-0.510371529438513,-1.37850382247383,,,,,,,0.0,0.8776041666666666,0.09719653288712123,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_72h,15m,pool_window,384,0,-0.0741633423119927,-0.571951942896834,-11.1884097801967,,,,,,,0.0,0.7630208333333334,0.4812263200221809,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_72h,1h,pool_window,384,0,-0.363471025573926,-2.44506947025506,-11.1500794635119,,,,,,,0.0,0.6979166666666666,0.485701490094858,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_72h,2h,pool_window,384,0,-0.56387364762486,-2.7790014233184,-11.2625424398271,,,,,,,0.0,0.6822916666666666,0.6859242089597185,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_72h,30m,pool_window,384,0,-0.234403010534651,-1.29898534176133,-11.1804485622206,,,,,,,0.0,0.7109375,0.5305943253731271,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_7d,15m,pool_window,1879,0,-0.0137486321401991,-0.418175796712167,-2.52085854620216,,,,,,,0.0,0.8249068653539117,0.11799389799440121,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_7d,1h,pool_window,1876,0,-0.259474650167342,-1.06987131251998,-4.39641981784718,,,,,,,0.0,0.7745202558635395,0.23080484553058422,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_7d,2h,pool_window,1869,0,-0.621378335494478,-1.35644062858408,-4.69199922472044,,,,,,,0.0,0.7335473515248796,0.32068449755285844,,sufficient,LOW,INSUFFICIENT
entry_safe_hybrid_regime_plus_signal_plus_fee,recent_7d,30m,pool_window,1878,0,-0.0844844483880736,-0.721593014627863,-3.25955911588557,,,,,,,0.0,0.8072417465388712,0.15549107983993743,,sufficient,LOW,INSUFFICIENT
entry_safe_regime_score_threshold_loose,recent_24h,15m,pool_window,320,313,-0.00347561294220802,-0.0192076183236021,-0.600864409020093,-0.00347561294220802,-0.0192076183236021,-0.600864409020093,0.0,0.0,0.0,0.9781021897810219,0.01875,0.010090760645844491,0.5952905020050026,sufficient,LOW,BAD
entry_safe_regime_score_threshold_loose,recent_24h,1h,pool_window,308,301,-0.0379185663199207,-0.20441466499635,-2.65647128968593,-0.0379185663199207,-0.204387186942992,-2.65647128968593,0.0,2.7478053358009902e-05,0.0,0.9790794979079498,0.016233766233766232,0.0004419360929539368,0.655940171147068,sufficient,LOW,BAD
entry_safe_regime_score_threshold_loose,recent_24h,2h,pool_window,292,285,-0.184230833029789,-0.56493076198691,-2.63606842930328,-0.184230833029789,-0.56493076198691,-2.63606842930328,0.0,0.0,0.0,0.971830985915493,0.02054794520547945,0.0010108465491931683,0.7392049342586916,preliminary,LOW,BAD
entry_safe_regime_score_threshold_loose,recent_24h,30m,pool_window,316,309,-0.0150797418331766,-0.107298777115507,-2.62224011178802,-0.0150797418331766,-0.107298777115507,-0.625492051911528,0.0,0.0,1.996748059876492,0.9884615384615385,0.00949367088607595,0.010645201483554424,0.5736008841196796,sufficient,LOW,BAD
entry_safe_regime_score_threshold_loose,recent_48h,15m,pool_window,384,360,-0.000734622366618248,-0.329364812689276,-1.12004626284609,-0.000789291797624156,-0.461600703701914,-1.12004626284609,-5.466943100590797e-05,-0.132235891012638,0.0,0.9325513196480938,0.059895833333333336,0.010277871759977849,0.5241341490876849,sufficient,LOW,BAD
entry_safe_regime_score_threshold_loose,recent_48h,1h,pool_window,384,360,-0.455456431600104,-0.775860418786754,-1.45340688818238,-0.408420822117226,-0.723851617719587,-1.37632541610581,0.047035609482877994,0.0520088010671671,0.07708147207657001,0.9514563106796117,0.0390625,0.026529789302330062,0.3007897444953425,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_48h,2h,pool_window,384,360,-0.648375501525092,-0.864863363897764,-1.75913868220465,-0.616243627316679,-0.810759813061145,-1.44966801697263,0.032131874208413014,0.054103550836619,0.30947066523202005,0.9525423728813559,0.036458333333333336,0.028588794698530193,0.2660249749657861,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_48h,30m,pool_window,384,360,-0.0303095834844918,-0.510371529438513,-1.37850382247383,-0.0186715729790985,-0.494970219689852,-1.11280622202258,0.011638010505393297,0.015401309748661052,0.2656976004512499,0.9406528189910979,0.052083333333333336,0.017963580860589252,0.4020115438182532,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_72h,15m,pool_window,384,314,-0.0741633423119927,-0.571951942896834,-11.1884097801967,-0.0531843781542148,-0.199129561033153,-2.8933361904843,0.020978964157777905,0.37282238186368105,8.2950735897124,0.8498293515358362,0.11458333333333333,0.1817354754890801,0.4372319094895258,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_72h,1h,pool_window,384,314,-0.363471025573926,-2.44506947025506,-11.1500794635119,-0.225068639841655,-0.49388311702816,-2.87243767855983,0.138402385732271,1.9511863532269,8.27764178495207,0.8917910447761194,0.07552083333333333,0.19692509978413855,0.5157918074457544,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_72h,2h,pool_window,384,314,-0.56387364762486,-2.7790014233184,-11.2625424398271,-0.264192165161498,-0.995714858756303,-2.94930927186287,0.299681482463362,1.783286564562097,8.313233167964231,0.8587786259541985,0.09635416666666667,0.3366772528551746,0.5096003865644596,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_72h,30m,pool_window,384,314,-0.234403010534651,-1.29898534176133,-11.1804485622206,-0.139941024651929,-0.320512085722601,-3.1896903544415,0.094461985882722,0.978473256038729,7.990758207779099,0.8571428571428571,0.1015625,0.12411845206968246,0.508445831783742,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_7d,15m,pool_window,1879,1670,-0.0137486321401991,-0.418175796712167,-2.52085854620216,-0.00630782273008649,-0.231425335119857,-1.38775055370041,0.007440809410112611,0.18675046159230999,1.13310799250175,0.9077419354838709,0.07610431080361894,0.045938434058512834,0.3054702133297145,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_7d,1h,pool_window,1876,1667,-0.259474650167342,-1.06987131251998,-4.39641981784718,-0.18927412729882,-0.832668562083595,-2.74079396229129,0.07020052286852199,0.23720275043638495,1.6556258555558903,0.9091534755677908,0.07036247334754797,0.05701505918525689,0.38382903246563604,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_7d,2h,pool_window,1869,1660,-0.621378335494478,-1.35644062858408,-4.69199922472044,-0.478187720857435,-1.07979115513486,-4.67339023787441,0.14319061463704297,0.27664947344922,0.018608986846029296,0.9044493070751276,0.07009095773140717,0.06631614629074836,0.3820133478347112,sufficient,LOW,PROMISING
entry_safe_regime_score_threshold_loose,recent_7d,30m,pool_window,1878,1669,-0.0844844483880736,-0.721593014627863,-3.25955911588557,-0.0469292608328605,-0.56318468152182,-1.77037024156068,0.0375551875552131,0.15840833310604296,1.48918887432489,0.9043535620052771,0.077209797657082,0.04828499675718677,0.2861805891376759,sufficient,LOW,PROMISING
